GlobalID_VP,LIT,decimalLatitude,decimalLongitude,unitName,subunitName,eventDate,recordedBy,eventRemarks,areaVisible,taxonID,vernacularName,stratum,proportionVisibleArea
14,PIX,35.91864644,-119.3853383,4,,8/26/2020 18:03,GG,,21.54624176,41605,Swamp Timothy,low,0.05
14,PIX,35.91864644,-119.3853383,4,,8/26/2020 18:03,GG,,21.54624176,41605,Swamp Timothy,medium,0.15
14,PIX,35.91864644,-119.3853383,4,,8/26/2020 18:03,GG,,21.54624176,502210,Watergrass,low,0.05
14,PIX,35.91864644,-119.3853383,4,,8/26/2020 18:03,GG,,21.54624176,502210,Watergrass,medium,0.15
15,PIX,35.91487733,-119.3867561,4,,8/26/2020 18:29,GG,,15.52360439,NA,Other cover,NA,0.025
15,PIX,35.91487733,-119.3867561,4,,8/26/2020 18:29,GG,,15.52360439,41605,Swamp Timothy,high,0.55
15,PIX,35.91487733,-119.3867561,4,,8/26/2020 18:29,GG,,15.52360439,41605,Swamp Timothy,low,0.1
15,PIX,35.91487733,-119.3867561,4,,8/26/2020 18:29,GG,,15.52360439,41605,Swamp Timothy,medium,0.35
15,PIX,35.91487733,-119.3867561,4,,8/26/2020 18:29,GG,,15.52360439,502210,Watergrass,low,0.01
16,PIX,35.91843813,-119.3878038,4,,8/26/2020 18:35,GG,,24.51501274,NA,Other cover,NA,0.025
16,PIX,35.91843813,-119.3878038,4,,8/26/2020 18:35,GG,,24.51501274,41605,Swamp Timothy,high,0.3
16,PIX,35.91843813,-119.3878038,4,,8/26/2020 18:35,GG,,24.51501274,41605,Swamp Timothy,low,0.2
16,PIX,35.91843813,-119.3878038,4,,8/26/2020 18:35,GG,,24.51501274,41605,Swamp Timothy,medium,0.25
16,PIX,35.91843813,-119.3878038,4,,8/26/2020 18:35,GG,,24.51501274,502210,Watergrass,low,0.1
16,PIX,35.91843813,-119.3878038,4,,8/26/2020 18:35,GG,,24.51501274,502210,Watergrass,medium,0.15
17,PIX,35.91185061,-119.3841832,9A,,8/26/2020 18:52,GG,,26.92197418,NA,Other cover,NA,0.05
17,PIX,35.91185061,-119.3841832,9A,,8/26/2020 18:52,GG,,26.92197418,41605,Swamp Timothy,high,0.65
17,PIX,35.91185061,-119.3841832,9A,,8/26/2020 18:52,GG,,26.92197418,41605,Swamp Timothy,medium,0.25
17,PIX,35.91185061,-119.3841832,9A,,8/26/2020 18:52,GG,,26.92197418,502210,Watergrass,high,0.05
17,PIX,35.91185061,-119.3841832,9A,,8/26/2020 18:52,GG,,26.92197418,502210,Watergrass,low,0.05
18,PIX,35.90843932,-119.3821335,9B,,8/26/2020 19:13,GG,,30.35508156,NA,Other cover,NA,0.05
18,PIX,35.90843932,-119.3821335,9B,,8/26/2020 19:13,GG,,30.35508156,41605,Swamp Timothy,high,0.65
18,PIX,35.90843932,-119.3821335,9B,,8/26/2020 19:13,GG,,30.35508156,41605,Swamp Timothy,low,0.1
18,PIX,35.90843932,-119.3821335,9B,,8/26/2020 19:13,GG,,30.35508156,41605,Swamp Timothy,medium,0.25
18,PIX,35.90843932,-119.3821335,9B,,8/26/2020 19:13,GG,,30.35508156,502210,Watergrass,low,0.05
19,PIX,35.90832965,-119.3859046,8B,,8/26/2020 19:29,GG,,40.32095337,NA,Other cover,NA,0.05
19,PIX,35.90832965,-119.3859046,8B,,8/26/2020 19:29,GG,,40.32095337,41605,Swamp Timothy,high,0.8
19,PIX,35.90832965,-119.3859046,8B,,8/26/2020 19:29,GG,,40.32095337,41605,Swamp Timothy,medium,0.15
19,PIX,35.90832965,-119.3859046,8B,,8/26/2020 19:29,GG,,40.32095337,502210,Watergrass,low,0.01
19,PIX,35.90832965,-119.3859046,8B,,8/26/2020 19:29,GG,,40.32095337,502210,Watergrass,medium,0.01
20,PIX,35.91173356,-119.3885361,8B,,8/26/2020 19:38,GG,,26.19079971,NA,Other cover,NA,0.1
20,PIX,35.91173356,-119.3885361,8B,,8/26/2020 19:38,GG,,26.19079971,41605,Swamp Timothy,high,0.6
20,PIX,35.91173356,-119.3885361,8B,,8/26/2020 19:38,GG,,26.19079971,41605,Swamp Timothy,low,0.1
20,PIX,35.91173356,-119.3885361,8B,,8/26/2020 19:38,GG,,26.19079971,41605,Swamp Timothy,medium,0.2
21,PIX,35.91142566,-119.392386,7A,,8/26/2020 19:55,GG,,27.39422607,NA,Other cover,NA,0.1
21,PIX,35.91142566,-119.392386,7A,,8/26/2020 19:55,GG,,27.39422607,41605,Swamp Timothy,high,0.7
21,PIX,35.91142566,-119.392386,7A,,8/26/2020 19:55,GG,,27.39422607,41605,Swamp Timothy,low,0.1
21,PIX,35.91142566,-119.392386,7A,,8/26/2020 19:55,GG,,27.39422607,41605,Swamp Timothy,medium,0.1
22,PIX,35.91128067,-119.398957,6,,8/26/2020 20:08,GG,,35.45109558,NA,Other cover,NA,0.2
22,PIX,35.91128067,-119.398957,6,,8/26/2020 20:08,GG,,35.45109558,41605,Swamp Timothy,high,0.15
22,PIX,35.91128067,-119.398957,6,,8/26/2020 20:08,GG,,35.45109558,41605,Swamp Timothy,low,0.5
22,PIX,35.91128067,-119.398957,6,,8/26/2020 20:08,GG,,35.45109558,41605,Swamp Timothy,medium,0.15
23,KRN,35.73111824,-119.6162091,4A,4A-3,8/26/2020 22:10,GG,,17.0942688,NA,Other cover,NA,0.1
23,KRN,35.73111824,-119.6162091,4A,4A-3,8/26/2020 22:10,GG,,17.0942688,41605,Swamp Timothy,high,0.9
24,KRN,35.72908061,-119.6182951,4A,4A-4,8/26/2020 22:22,GG,4A-4,47.9453125,NA,Other cover,NA,0.25
24,KRN,35.72908061,-119.6182951,4A,4A-4,8/26/2020 22:22,GG,4A-4,47.9453125,41605,Swamp Timothy,high,0.4
24,KRN,35.72908061,-119.6182951,4A,4A-4,8/26/2020 22:22,GG,4A-4,47.9453125,41605,Swamp Timothy,low,0.2
24,KRN,35.72908061,-119.6182951,4A,4A-4,8/26/2020 22:22,GG,4A-4,47.9453125,41605,Swamp Timothy,medium,0.15
25,KRN,35.7330343,-119.6163894,5A,5A-6,8/27/2020 14:58,GG,5A-6,17.07509041,NA,Other cover,NA,0.1
25,KRN,35.7330343,-119.6163894,5A,5A-6,8/27/2020 14:58,GG,5A-6,17.07509041,41605,Swamp Timothy,high,0.4
25,KRN,35.7330343,-119.6163894,5A,5A-6,8/27/2020 14:58,GG,5A-6,17.07509041,41605,Swamp Timothy,low,0.15
25,KRN,35.7330343,-119.6163894,5A,5A-6,8/27/2020 14:58,GG,5A-6,17.07509041,41605,Swamp Timothy,medium,0.35
26,KRN,35.73592933,-119.6139195,5A,5A-6,8/27/2020 16:14,GG,5A-6,10.10865021,NA,Other cover,NA,0.2
26,KRN,35.73592933,-119.6139195,5A,5A-6,8/27/2020 16:14,GG,5A-6,10.10865021,41605,Swamp Timothy,high,0.55
26,KRN,35.73592933,-119.6139195,5A,5A-6,8/27/2020 16:14,GG,5A-6,10.10865021,41605,Swamp Timothy,low,0.1
26,KRN,35.73592933,-119.6139195,5A,5A-6,8/27/2020 16:14,GG,5A-6,10.10865021,41605,Swamp Timothy,medium,0.15
27,KRN,35.73437315,-119.6135409,5A,5A-7,8/27/2020 16:41,GG,,10.3878994,NA,Other cover,NA,0.2
27,KRN,35.73437315,-119.6135409,5A,5A-7,8/27/2020 16:41,GG,,10.3878994,41605,Swamp Timothy,high,0.3
27,KRN,35.73437315,-119.6135409,5A,5A-7,8/27/2020 16:41,GG,,10.3878994,41605,Swamp Timothy,low,0.3
27,KRN,35.73437315,-119.6135409,5A,5A-7,8/27/2020 16:41,GG,,10.3878994,41605,Swamp Timothy,medium,0.2
28,KRN,35.73582652,-119.6109818,5A,5A-7,8/27/2020 16:45,GG,,8.942896843,NA,Other cover,NA,0.15
28,KRN,35.73582652,-119.6109818,5A,5A-7,8/27/2020 16:45,GG,,8.942896843,41605,Swamp Timothy,high,0.55
28,KRN,35.73582652,-119.6109818,5A,5A-7,8/27/2020 16:45,GG,,8.942896843,41605,Swamp Timothy,low,0.2
28,KRN,35.73582652,-119.6109818,5A,5A-7,8/27/2020 16:45,GG,,8.942896843,41605,Swamp Timothy,medium,0.1
29,KRN,35.73304739,-119.6108989,5A,5A-7,8/27/2020 16:58,GG,,11.1696043,NA,Other cover,NA,0.75
29,KRN,35.73304739,-119.6108989,5A,5A-7,8/27/2020 16:58,GG,,11.1696043,41605,Swamp Timothy,high,0.15
29,KRN,35.73304739,-119.6108989,5A,5A-7,8/27/2020 16:58,GG,,11.1696043,41605,Swamp Timothy,low,0.1
30,KRN,35.72395355,-119.6231175,4A,4A-5,8/31/2020 22:13,GG,,7.392756939,NA,Other cover,NA,0.55
30,KRN,35.72395355,-119.6231175,4A,4A-5,8/31/2020 22:13,GG,,7.392756939,41605,Swamp Timothy,high,0.2
30,KRN,35.72395355,-119.6231175,4A,4A-5,8/31/2020 22:13,GG,,7.392756939,41605,Swamp Timothy,low,0.15
30,KRN,35.72395355,-119.6231175,4A,4A-5,8/31/2020 22:13,GG,,7.392756939,41605,Swamp Timothy,medium,0.1
31,KRN,35.72375515,-119.6191668,4A,4A-5,8/31/2020 22:17,GG,,9.828069687,NA,Other cover,NA,0.1
31,KRN,35.72375515,-119.6191668,4A,4A-5,8/31/2020 22:17,GG,,9.828069687,41605,Swamp Timothy,high,0.65
31,KRN,35.72375515,-119.6191668,4A,4A-5,8/31/2020 22:17,GG,,9.828069687,41605,Swamp Timothy,low,0.25
32,KRN,35.72432883,-119.6159784,4A,4A-5,8/31/2020 22:21,GG,,8.454687119,NA,Other cover,NA,0.1
32,KRN,35.72432883,-119.6159784,4A,4A-5,8/31/2020 22:21,GG,,8.454687119,41605,Swamp Timothy,high,0.8
32,KRN,35.72432883,-119.6159784,4A,4A-5,8/31/2020 22:21,GG,,8.454687119,41605,Swamp Timothy,medium,0.1
33,KRN,35.72588639,-119.6233335,4A,4A-2,8/31/2020 22:32,GG,,11.88732338,NA,Other cover,NA,0.05
33,KRN,35.72588639,-119.6233335,4A,4A-2,8/31/2020 22:32,GG,,11.88732338,502210,Watergrass,high,0.85
33,KRN,35.72588639,-119.6233335,4A,4A-2,8/31/2020 22:32,GG,,11.88732338,502210,Watergrass,low,0.1
34,KRN,35.72703534,-119.6205608,4A,4A-2,8/31/2020 22:35,GG,,9.534772873,NA,Other cover,NA,0.6
34,KRN,35.72703534,-119.6205608,4A,4A-2,8/31/2020 22:35,GG,,9.534772873,41605,Swamp Timothy,high,0.25
34,KRN,35.72703534,-119.6205608,4A,4A-2,8/31/2020 22:35,GG,,9.534772873,41605,Swamp Timothy,low,0.15
35,KRN,35.72511159,-119.620576,4A,4A-2,8/31/2020 22:38,GG,,10.43840599,NA,Other cover,NA,0.2
35,KRN,35.72511159,-119.620576,4A,4A-2,8/31/2020 22:38,GG,,10.43840599,41605,Swamp Timothy,high,0.55
35,KRN,35.72511159,-119.620576,4A,4A-2,8/31/2020 22:38,GG,,10.43840599,41605,Swamp Timothy,low,0.15
35,KRN,35.72511159,-119.620576,4A,4A-2,8/31/2020 22:38,GG,,10.43840599,41605,Swamp Timothy,medium,0.1
36,KRN,35.72821192,-119.6230036,4A,4A-1,8/31/2020 22:48,GG,,15.39952278,NA,Other cover,NA,0.45
36,KRN,35.72821192,-119.6230036,4A,4A-1,8/31/2020 22:48,GG,,15.39952278,41605,Swamp Timothy,high,0.1
36,KRN,35.72821192,-119.6230036,4A,4A-1,8/31/2020 22:48,GG,,15.39952278,41605,Swamp Timothy,low,0.4
36,KRN,35.72821192,-119.6230036,4A,4A-1,8/31/2020 22:48,GG,,15.39952278,41605,Swamp Timothy,medium,0.05
37,KRN,35.73137076,-119.6223726,4A,4A-1,8/31/2020 22:53,GG,,22.02173615,NA,Other cover,NA,0.5
37,KRN,35.73137076,-119.6223726,4A,4A-1,8/31/2020 22:53,GG,,22.02173615,41605,Swamp Timothy,high,0.25
37,KRN,35.73137076,-119.6223726,4A,4A-1,8/31/2020 22:53,GG,,22.02173615,41605,Swamp Timothy,low,0.15
37,KRN,35.73137076,-119.6223726,4A,4A-1,8/31/2020 22:53,GG,,22.02173615,41605,Swamp Timothy,medium,0.1
38,KRN,35.73096365,-119.6126884,4A,4A-6,8/31/2020 23:05,GG,,15.43583393,NA,Other cover,NA,0.45
38,KRN,35.73096365,-119.6126884,4A,4A-6,8/31/2020 23:05,GG,,15.43583393,41605,Swamp Timothy,high,0.3
38,KRN,35.73096365,-119.6126884,4A,4A-6,8/31/2020 23:05,GG,,15.43583393,41605,Swamp Timothy,low,0.1
38,KRN,35.73096365,-119.6126884,4A,4A-6,8/31/2020 23:05,GG,,15.43583393,41605,Swamp Timothy,medium,0.15
39,KRN,35.73039443,-119.6096946,4A,4A-6,01/00/1900 00:00,0,,15.94707012,NA,Other cover,NA,0.3
39,KRN,35.73039443,-119.6096946,4A,4A-6,01/00/1900 00:00,0,,15.94707012,41605,Swamp Timothy,high,0.2
39,KRN,35.73039443,-119.6096946,4A,4A-6,01/00/1900 00:00,0,,15.94707012,41605,Swamp Timothy,low,0.25
39,KRN,35.73039443,-119.6096946,4A,4A-6,01/00/1900 00:00,0,,15.94707012,41605,Swamp Timothy,medium,0.25
40,KRN,35.72846714,-119.6130409,4A,4A-6,8/31/2020 23:15,GG,,13.1742239,NA,Other cover,NA,0.65
40,KRN,35.72846714,-119.6130409,4A,4A-6,8/31/2020 23:15,GG,,13.1742239,41605,Swamp Timothy,high,0.1
40,KRN,35.72846714,-119.6130409,4A,4A-6,8/31/2020 23:15,GG,,13.1742239,41605,Swamp Timothy,low,0.15
40,KRN,35.72846714,-119.6130409,4A,4A-6,8/31/2020 23:15,GG,,13.1742239,41605,Swamp Timothy,medium,0.1
41,KRN,35.74508853,-119.6207923,5B,5B-1,9/1/2020 15:31,GG,,19.99991798,NA,Other cover,NA,0.3
41,KRN,35.74508853,-119.6207923,5B,5B-1,9/1/2020 15:31,GG,,19.99991798,41605,Swamp Timothy,high,0.45
41,KRN,35.74508853,-119.6207923,5B,5B-1,9/1/2020 15:31,GG,,19.99991798,41605,Swamp Timothy,low,0.15
41,KRN,35.74508853,-119.6207923,5B,5B-1,9/1/2020 15:31,GG,,19.99991798,41605,Swamp Timothy,medium,0.1
42,KRN,35.7453226,-119.6089473,5B,5B-6,9/1/2020 16:10,GG,4B-6,27.74292564,NA,Other cover,NA,0.3
42,KRN,35.7453226,-119.6089473,5B,5B-6,9/1/2020 16:10,GG,4B-6,27.74292564,41605,Swamp Timothy,high,0.2
42,KRN,35.7453226,-119.6089473,5B,5B-6,9/1/2020 16:10,GG,4B-6,27.74292564,41605,Swamp Timothy,low,0.3
42,KRN,35.7453226,-119.6089473,5B,5B-6,9/1/2020 16:10,GG,4B-6,27.74292564,41605,Swamp Timothy,medium,0.2
43,KRN,35.74780824,-119.6105405,6A,6A-2,9/1/2020 18:33,GG,,14.05899429,NA,Other cover,NA,0.75
43,KRN,35.74780824,-119.6105405,6A,6A-2,9/1/2020 18:33,GG,,14.05899429,41605,Swamp Timothy,high,0.05
43,KRN,35.74780824,-119.6105405,6A,6A-2,9/1/2020 18:33,GG,,14.05899429,41605,Swamp Timothy,low,0.2
44,KRN,35.75039434,-119.6105854,6A,6A-2,9/1/2020 18:37,GG,,16.71899605,NA,Other cover,NA,0.55
44,KRN,35.75039434,-119.6105854,6A,6A-2,9/1/2020 18:37,GG,,16.71899605,41605,Swamp Timothy,high,0.1
44,KRN,35.75039434,-119.6105854,6A,6A-2,9/1/2020 18:37,GG,,16.71899605,41605,Swamp Timothy,low,0.35
45,KRN,35.75257151,-119.6105703,6A,6A-2,9/1/2020 18:40,GG,,10.57565212,NA,Other cover,NA,0.2
45,KRN,35.75257151,-119.6105703,6A,6A-2,9/1/2020 18:40,GG,,10.57565212,41605,Swamp Timothy,high,0.25
45,KRN,35.75257151,-119.6105703,6A,6A-2,9/1/2020 18:40,GG,,10.57565212,41605,Swamp Timothy,low,0.55
46,KRN,35.73387906,-119.6220456,5A,5A-4,9/1/2020 22:48,GG,,8.74041748,NA,Other cover,NA,0.5
46,KRN,35.73387906,-119.6220456,5A,5A-4,9/1/2020 22:48,GG,,8.74041748,41605,Swamp Timothy,high,0.2
46,KRN,35.73387906,-119.6220456,5A,5A-4,9/1/2020 22:48,GG,,8.74041748,41605,Swamp Timothy,low,0.15
46,KRN,35.73387906,-119.6220456,5A,5A-4,9/1/2020 22:48,GG,,8.74041748,41605,Swamp Timothy,medium,0.15
47,KRN,35.73327707,-119.6196807,5A,5A-4,9/1/2020 22:51,GG,,10.19201088,NA,Other cover,NA,0.25
47,KRN,35.73327707,-119.6196807,5A,5A-4,9/1/2020 22:51,GG,,10.19201088,41605,Swamp Timothy,high,0.6
47,KRN,35.73327707,-119.6196807,5A,5A-4,9/1/2020 22:51,GG,,10.19201088,41605,Swamp Timothy,low,0.1
47,KRN,35.73327707,-119.6196807,5A,5A-4,9/1/2020 22:51,GG,,10.19201088,41605,Swamp Timothy,medium,0.05
48,KRN,35.7350678,-119.6179484,5A,5A-4,01/00/1900 00:00,0,,15.63336849,NA,Other cover,NA,0.7
48,KRN,35.7350678,-119.6179484,5A,5A-4,01/00/1900 00:00,0,,15.63336849,41605,Swamp Timothy,high,0.2
48,KRN,35.7350678,-119.6179484,5A,5A-4,01/00/1900 00:00,0,,15.63336849,41605,Swamp Timothy,low,0.1
49,KRN,35.73715454,-119.6175695,5A,5A-3,9/1/2020 23:00,GG,,23.916996,NA,Other cover,NA,0.6
49,KRN,35.73715454,-119.6175695,5A,5A-3,9/1/2020 23:00,GG,,23.916996,41605,Swamp Timothy,high,0.25
49,KRN,35.73715454,-119.6175695,5A,5A-3,9/1/2020 23:00,GG,,23.916996,41605,Swamp Timothy,low,0.1
49,KRN,35.73715454,-119.6175695,5A,5A-3,9/1/2020 23:00,GG,,23.916996,41605,Swamp Timothy,medium,0.05
50,KRN,35.73945767,-119.6167572,5A,5A-3,9/1/2020 23:05,GG,,19.67718887,NA,Other cover,NA,0.8
50,KRN,35.73945767,-119.6167572,5A,5A-3,9/1/2020 23:05,GG,,19.67718887,41605,Swamp Timothy,high,0.1
50,KRN,35.73945767,-119.6167572,5A,5A-3,9/1/2020 23:05,GG,,19.67718887,41605,Swamp Timothy,low,0.05
50,KRN,35.73945767,-119.6167572,5A,5A-3,9/1/2020 23:05,GG,,19.67718887,41605,Swamp Timothy,medium,0.05
51,KRN,35.75212792,-119.6133,6A,6A-1,9/2/2020 15:40,GG,,14.66481113,NA,Other cover,NA,0.5
51,KRN,35.75212792,-119.6133,6A,6A-1,9/2/2020 15:40,GG,,14.66481113,41605,Swamp Timothy,high,0.1
51,KRN,35.75212792,-119.6133,6A,6A-1,9/2/2020 15:40,GG,,14.66481113,41605,Swamp Timothy,low,0.25
51,KRN,35.75212792,-119.6133,6A,6A-1,9/2/2020 15:40,GG,,14.66481113,41605,Swamp Timothy,medium,0.15
52,KRN,35.74813082,-119.6139348,6A,6A-1,9/2/2020 15:46,GG,,23.75798798,NA,Other cover,NA,0.35
52,KRN,35.74813082,-119.6139348,6A,6A-1,9/2/2020 15:46,GG,,23.75798798,41605,Swamp Timothy,high,0.15
52,KRN,35.74813082,-119.6139348,6A,6A-1,9/2/2020 15:46,GG,,23.75798798,41605,Swamp Timothy,low,0.3
52,KRN,35.74813082,-119.6139348,6A,6A-1,9/2/2020 15:46,GG,,23.75798798,41605,Swamp Timothy,medium,0.2
53,KRN,35.75100217,-119.6022264,6A,6A-4,9/2/2020 16:05,GG,,24.75605392,NA,Other cover,NA,0.45
53,KRN,35.75100217,-119.6022264,6A,6A-4,9/2/2020 16:05,GG,,24.75605392,41605,Swamp Timothy,high,0.2
53,KRN,35.75100217,-119.6022264,6A,6A-4,9/2/2020 16:05,GG,,24.75605392,41605,Swamp Timothy,low,0.2
53,KRN,35.75100217,-119.6022264,6A,6A-4,9/2/2020 16:05,GG,,24.75605392,41605,Swamp Timothy,medium,0.15
54,KRN,35.74879695,-119.603564,6A,6A-5,9/2/2020 16:15,GG,,30.20089722,NA,Other cover,NA,0.2
54,KRN,35.74879695,-119.603564,6A,6A-5,9/2/2020 16:15,GG,,30.20089722,41605,Swamp Timothy,high,0.2
54,KRN,35.74879695,-119.603564,6A,6A-5,9/2/2020 16:15,GG,,30.20089722,41605,Swamp Timothy,low,0.4
54,KRN,35.74879695,-119.603564,6A,6A-5,9/2/2020 16:15,GG,,30.20089722,41605,Swamp Timothy,medium,0.2
55,KRN,35.74299708,-119.6070413,5B,5B-8,9/2/2020 16:27,GG,5B-8,22.37325478,NA,Other cover,NA,0.15
55,KRN,35.74299708,-119.6070413,5B,5B-8,9/2/2020 16:27,GG,5B-8,22.37325478,41605,Swamp Timothy,high,0.3
55,KRN,35.74299708,-119.6070413,5B,5B-8,9/2/2020 16:27,GG,5B-8,22.37325478,41605,Swamp Timothy,low,0.25
55,KRN,35.74299708,-119.6070413,5B,5B-8,9/2/2020 16:27,GG,5B-8,22.37325478,41605,Swamp Timothy,medium,0.3
56,KRN,35.73970486,-119.6089534,5B,5B-8,9/2/2020 16:47,GG,5B-8,11.70293522,NA,Other cover,NA,0.25
56,KRN,35.73970486,-119.6089534,5B,5B-8,9/2/2020 16:47,GG,5B-8,11.70293522,41605,Swamp Timothy,high,0.2
56,KRN,35.73970486,-119.6089534,5B,5B-8,9/2/2020 16:47,GG,5B-8,11.70293522,41605,Swamp Timothy,low,0.25
56,KRN,35.73970486,-119.6089534,5B,5B-8,9/2/2020 16:47,GG,5B-8,11.70293522,41605,Swamp Timothy,medium,0.3
57,KRN,35.74041809,-119.6115399,5B,5B-7,9/2/2020 16:58,GG,,13.82913399,NA,Other cover,NA,0.025
57,KRN,35.74041809,-119.6115399,5B,5B-7,9/2/2020 16:58,GG,,13.82913399,41605,Swamp Timothy,high,0.75
