GlobalID,recordedBy,eventDate,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,quadratSize,managementAction,taxonID,vernacularName,stratum,plantHeight,nSeedHeads,eventRemarks,GlobalID_seedhead,measurementType,measurementValue
{01CAB849-DA6E-4EB3-BBC2-F726694DDE34},therese_burns@fws.gov_fws,07/29/2021 13:35,35.75087738,-119.6030807,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,26,,{138AC6F4-AD85-448D-96E2-6E52EE5BA27B},sh_length,7
{01CAB849-DA6E-4EB3-BBC2-F726694DDE34},therese_burns@fws.gov_fws,07/29/2021 13:35,35.75087738,-119.6030807,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,26,,{2D159B75-D222-4C19-9F0C-5ED8A6408B9E},sh_length,10
{01CAB849-DA6E-4EB3-BBC2-F726694DDE34},therese_burns@fws.gov_fws,07/29/2021 13:35,35.75087738,-119.6030807,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,26,,{4BD503B2-193A-4B9E-9A97-C3B27DE49F8B},sh_length,7
{01CAB849-DA6E-4EB3-BBC2-F726694DDE34},therese_burns@fws.gov_fws,07/29/2021 13:35,35.75087738,-119.6030807,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,26,,{5A41E6F1-38B7-45F7-AA31-0B73E0D238D2},sh_length,8
{01CAB849-DA6E-4EB3-BBC2-F726694DDE34},therese_burns@fws.gov_fws,07/29/2021 13:35,35.75087738,-119.6030807,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,26,,{A140549A-C013-44EF-9820-F0BC0511A646},sh_length,12
{04D5B28B-9ADE-45DD-B82B-2844A60E824F},rebeca_becdach@fws.gov_fws,07/27/2021 18:15,35.73254776,-119.6124649,KRN,5A,5A-7,5x5cm,none,41605,SwampTimothy,medium,6,28,,{1E86F3E1-4A56-4EBA-A317-CE409D8F2999},sh_length,10
{04D5B28B-9ADE-45DD-B82B-2844A60E824F},rebeca_becdach@fws.gov_fws,07/27/2021 18:15,35.73254776,-119.6124649,KRN,5A,5A-7,5x5cm,none,41605,SwampTimothy,medium,6,28,,{3A18DBD1-FBC5-4C35-BBD3-D70155886BF8},sh_length,10
{04D5B28B-9ADE-45DD-B82B-2844A60E824F},rebeca_becdach@fws.gov_fws,07/27/2021 18:15,35.73254776,-119.6124649,KRN,5A,5A-7,5x5cm,none,41605,SwampTimothy,medium,6,28,,{68F4D0D8-1342-4CF8-9DDC-3BD4356AAB20},sh_length,5
{04D5B28B-9ADE-45DD-B82B-2844A60E824F},rebeca_becdach@fws.gov_fws,07/27/2021 18:15,35.73254776,-119.6124649,KRN,5A,5A-7,5x5cm,none,41605,SwampTimothy,medium,6,28,,{9BFAB544-9B40-47B9-A320-1C6E5C4E2DE9},sh_length,6
{04D5B28B-9ADE-45DD-B82B-2844A60E824F},rebeca_becdach@fws.gov_fws,07/27/2021 18:15,35.73254776,-119.6124649,KRN,5A,5A-7,5x5cm,none,41605,SwampTimothy,medium,6,28,,{D06195E5-25B1-4EE9-8142-01836543AA1C},sh_length,9
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{0D38658A-D8FE-4BC5-B173-40C5D0706865},sh_length,68
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{0D38658A-D8FE-4BC5-B173-40C5D0706865},f2t_length,95
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{44F9A094-F525-4131-A586-814AFEDA82F6},sh_length,88
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{44F9A094-F525-4131-A586-814AFEDA82F6},f2t_length,100
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{4AD634E2-E46D-42C2-B7E2-5CA772C8325C},sh_length,102
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{4AD634E2-E46D-42C2-B7E2-5CA772C8325C},f2t_length,151
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{9C59F797-5231-4412-A13B-F6F3FDDB37DC},sh_length,111
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{9C59F797-5231-4412-A13B-F6F3FDDB37DC},f2t_length,157
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{FB122D2B-53AC-4CC0-9772-99A9B4965DEA},sh_length,82
{04E8D2E3-AD60-425B-92F7-512152339B28},therese_burns@fws.gov_fws,07/27/2021 21:41,35.72710037,-119.611763,KRN,4A,4A-7,30x30cm,none,502210,Watergrass,medium,48,15,,{FB122D2B-53AC-4CC0-9772-99A9B4965DEA},f2t_length,90
{06BC4DCB-E87F-40EB-AB47-6DC5A1D05EEB},rebeca_becdach@fws.gov_fws,07/27/2021 22:49,35.7370491,-119.6188278,KRN,5A,5A-3,15x15cm,none,41605,SwampTimothy,low,3,44,,{30EAFB55-8356-42E1-BC2D-0347DA0D176A},sh_length,6
{06BC4DCB-E87F-40EB-AB47-6DC5A1D05EEB},rebeca_becdach@fws.gov_fws,07/27/2021 22:49,35.7370491,-119.6188278,KRN,5A,5A-3,15x15cm,none,41605,SwampTimothy,low,3,44,,{3FEF3E58-C44F-4535-BB82-75749D332C6A},sh_length,10
{06BC4DCB-E87F-40EB-AB47-6DC5A1D05EEB},rebeca_becdach@fws.gov_fws,07/27/2021 22:49,35.7370491,-119.6188278,KRN,5A,5A-3,15x15cm,none,41605,SwampTimothy,low,3,44,,{46E8670B-0102-4639-8944-4726F10D83C1},sh_length,7
{06BC4DCB-E87F-40EB-AB47-6DC5A1D05EEB},rebeca_becdach@fws.gov_fws,07/27/2021 22:49,35.7370491,-119.6188278,KRN,5A,5A-3,15x15cm,none,41605,SwampTimothy,low,3,44,,{7C2D00C7-13E7-409C-A12F-A6FED0741936},sh_length,10
{06BC4DCB-E87F-40EB-AB47-6DC5A1D05EEB},rebeca_becdach@fws.gov_fws,07/27/2021 22:49,35.7370491,-119.6188278,KRN,5A,5A-3,15x15cm,none,41605,SwampTimothy,low,3,44,,{DC529230-9BF3-4B1C-B9FE-353646E5FD47},sh_length,10
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{3BADF9A2-8D80-43C0-B7CE-CB769F764DAD},sh_length,61
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{3BADF9A2-8D80-43C0-B7CE-CB769F764DAD},f2t_length,61
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{A612E6FA-D18C-4301-ACCA-CB24198B9BCF},sh_length,64
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{A612E6FA-D18C-4301-ACCA-CB24198B9BCF},f2t_length,51
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{B3DA8ED1-36C8-4E44-96EA-624B5DF85C66},sh_length,43
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{B3DA8ED1-36C8-4E44-96EA-624B5DF85C66},f2t_length,71
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{D08565E5-8AEE-4099-9A76-93BEF79E3135},sh_length,51
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{D08565E5-8AEE-4099-9A76-93BEF79E3135},f2t_length,35
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{DB0A3CA1-8521-402D-8BE5-94B27BD734CA},sh_length,70
{0894279B-FC12-40D4-8D80-68FA9B000F31},kathryn_heffernan@fws.gov_fws,08/02/2021 16:39,35.91955948,-119.3964844,LMC,3A,,15x15cm,none,502210,Watergrass,low,25,8,,{DB0A3CA1-8521-402D-8BE5-94B27BD734CA},f2t_length,80
{0A3DCD8F-7EC6-459D-808D-B257DDF29C51},therese_burns@fws.gov_fws,07/28/2021 14:15,35.72617722,-119.6205826,KRN,4A,4A-2,15x15cm,mowed,41605,SwampTimothy,medium,14,149,,{ACD1DC2B-97E1-4F9E-869C-CF8B00ECB2BC},sh_length,9
{0A3DCD8F-7EC6-459D-808D-B257DDF29C51},therese_burns@fws.gov_fws,07/28/2021 14:15,35.72617722,-119.6205826,KRN,4A,4A-2,15x15cm,mowed,41605,SwampTimothy,medium,14,149,,{CEA259E8-6F78-4ACA-8866-04DB39CBC7E0},sh_length,7
{0A3DCD8F-7EC6-459D-808D-B257DDF29C51},therese_burns@fws.gov_fws,07/28/2021 14:15,35.72617722,-119.6205826,KRN,4A,4A-2,15x15cm,mowed,41605,SwampTimothy,medium,14,149,,{E6BFE07C-ECA2-4EFB-A6C2-E9F82C80CCA7},sh_length,10
{0A3DCD8F-7EC6-459D-808D-B257DDF29C51},therese_burns@fws.gov_fws,07/28/2021 14:15,35.72617722,-119.6205826,KRN,4A,4A-2,15x15cm,mowed,41605,SwampTimothy,medium,14,149,,{ED716695-AF29-41FF-A266-8052013077D0},sh_length,7
{0A3DCD8F-7EC6-459D-808D-B257DDF29C51},therese_burns@fws.gov_fws,07/28/2021 14:15,35.72617722,-119.6205826,KRN,4A,4A-2,15x15cm,mowed,41605,SwampTimothy,medium,14,149,,{F52965BE-CD7E-4BE2-B9C8-814B10E4400A},sh_length,11
{0A9250C8-FDBB-4398-96C2-1550FFDC536A},rebeca_becdach@fws.gov_fws,08/04/2021 17:49,35.73574448,-119.6195145,KRN,5A,5A-4,15x15cm,none,41605,SwampTimothy,low,5,49,,{1596E755-816E-45F2-BE8E-7E959BAA79AD},sh_length,14
{0A9250C8-FDBB-4398-96C2-1550FFDC536A},rebeca_becdach@fws.gov_fws,08/04/2021 17:49,35.73574448,-119.6195145,KRN,5A,5A-4,15x15cm,none,41605,SwampTimothy,low,5,49,,{5096DBEA-0CA6-4E51-AB58-967565ABACE9},sh_length,10
{0A9250C8-FDBB-4398-96C2-1550FFDC536A},rebeca_becdach@fws.gov_fws,08/04/2021 17:49,35.73574448,-119.6195145,KRN,5A,5A-4,15x15cm,none,41605,SwampTimothy,low,5,49,,{5AF7959C-F8BD-4C6C-84B0-F2BC351C8AF0},sh_length,12
{0A9250C8-FDBB-4398-96C2-1550FFDC536A},rebeca_becdach@fws.gov_fws,08/04/2021 17:49,35.73574448,-119.6195145,KRN,5A,5A-4,15x15cm,none,41605,SwampTimothy,low,5,49,,{97B74AD8-61B1-4E94-B913-4F642A606085},sh_length,12
{0A9250C8-FDBB-4398-96C2-1550FFDC536A},rebeca_becdach@fws.gov_fws,08/04/2021 17:49,35.73574448,-119.6195145,KRN,5A,5A-4,15x15cm,none,41605,SwampTimothy,low,5,49,,{FA257C47-495E-4839-9815-0468D2441356},sh_length,10
{0D7F1808-CA48-47F0-9C04-D3DAF61B93BC},therese_burns@fws.gov_fws,07/29/2021 18:53,35.91264343,-119.3834839,LMC,9A,,15x15cm,none,41605,SwampTimothy,low,6,19,,{0318895E-8DAD-4219-AA56-F92754AB87D9},sh_length,14
{0D7F1808-CA48-47F0-9C04-D3DAF61B93BC},therese_burns@fws.gov_fws,07/29/2021 18:53,35.91264343,-119.3834839,LMC,9A,,15x15cm,none,41605,SwampTimothy,low,6,19,,{16B78D03-EA8C-4CC1-B7FE-9DA7A1B15460},sh_length,9
{0D7F1808-CA48-47F0-9C04-D3DAF61B93BC},therese_burns@fws.gov_fws,07/29/2021 18:53,35.91264343,-119.3834839,LMC,9A,,15x15cm,none,41605,SwampTimothy,low,6,19,,{68B782B1-8D79-45A4-B928-F0E58AAF4E1E},sh_length,14
{0D7F1808-CA48-47F0-9C04-D3DAF61B93BC},therese_burns@fws.gov_fws,07/29/2021 18:53,35.91264343,-119.3834839,LMC,9A,,15x15cm,none,41605,SwampTimothy,low,6,19,,{A46A21A7-E178-4404-A780-A2D8B02AD7F5},sh_length,10
{0D7F1808-CA48-47F0-9C04-D3DAF61B93BC},therese_burns@fws.gov_fws,07/29/2021 18:53,35.91264343,-119.3834839,LMC,9A,,15x15cm,none,41605,SwampTimothy,low,6,19,,{E4385646-7C3D-4D30-A5FE-0F152783713D},sh_length,8
{0D9F1D95-218A-441D-90F4-1E8CD13A61F8},rebeca_becdach@fws.gov_fws,07/29/2021 13:36,35.75088501,-119.6030655,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,35,,{0C6D3D1E-CAEA-4AC1-8EF1-20EFD454403B},sh_length,12
{0D9F1D95-218A-441D-90F4-1E8CD13A61F8},rebeca_becdach@fws.gov_fws,07/29/2021 13:36,35.75088501,-119.6030655,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,35,,{1718D4B8-74EF-41E6-AD5E-1F0200C927E0},sh_length,10
{0D9F1D95-218A-441D-90F4-1E8CD13A61F8},rebeca_becdach@fws.gov_fws,07/29/2021 13:36,35.75088501,-119.6030655,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,35,,{5B901CF6-F00B-4183-96DF-233198C3B56E},sh_length,7
{0D9F1D95-218A-441D-90F4-1E8CD13A61F8},rebeca_becdach@fws.gov_fws,07/29/2021 13:36,35.75088501,-119.6030655,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,35,,{7CA4C9A7-BF20-4D72-9B79-3BC0E797376B},sh_length,5
{0D9F1D95-218A-441D-90F4-1E8CD13A61F8},rebeca_becdach@fws.gov_fws,07/29/2021 13:36,35.75088501,-119.6030655,KRN,6A,6A-4,15x15cm,none,41605,SwampTimothy,low,4,35,,{EDADA200-6F58-4E77-AFEC-38142F2D7290},sh_length,15
{0F5BC0F8-646A-441D-A765-9AF887FF9BDC},therese_burns@fws.gov_fws,07/29/2021 14:48,35.74120712,-119.6112823,KRN,5B,5B-7,15x15cm,none,41605,SwampTimothy,medium,4.5,117,,{4710F0D7-D661-4814-B3B0-0A0E2D62E9F2},sh_length,10
{0F5BC0F8-646A-441D-A765-9AF887FF9BDC},therese_burns@fws.gov_fws,07/29/2021 14:48,35.74120712,-119.6112823,KRN,5B,5B-7,15x15cm,none,41605,SwampTimothy,medium,4.5,117,,{54645F71-8909-44BA-8B14-7DC919DAB1A3},sh_length,7
{0F5BC0F8-646A-441D-A765-9AF887FF9BDC},therese_burns@fws.gov_fws,07/29/2021 14:48,35.74120712,-119.6112823,KRN,5B,5B-7,15x15cm,none,41605,SwampTimothy,medium,4.5,117,,{71828FFB-4F8A-496A-9124-BAECF9E32D2D},sh_length,8
{0F5BC0F8-646A-441D-A765-9AF887FF9BDC},therese_burns@fws.gov_fws,07/29/2021 14:48,35.74120712,-119.6112823,KRN,5B,5B-7,15x15cm,none,41605,SwampTimothy,medium,4.5,117,,{BABA9680-79EE-40CA-B72A-CE04BAA71FE3},sh_length,10
{0F5BC0F8-646A-441D-A765-9AF887FF9BDC},therese_burns@fws.gov_fws,07/29/2021 14:48,35.74120712,-119.6112823,KRN,5B,5B-7,15x15cm,none,41605,SwampTimothy,medium,4.5,117,,{F1F695F3-6DF1-4A7C-821C-3F1643BA2EF5},sh_length,11
{0F5D2F2E-A5E8-41C4-AAB9-700C4AA15CA2},rebeca_becdach@fws.gov_fws,07/29/2021 16:54,35.91003799,-119.3832932,LMC,9B,,15x15cm,none,41605,SwampTimothy,low,3,46,,{227758AE-A436-4D9A-8D17-089740AF457D},sh_length,4
{0F5D2F2E-A5E8-41C4-AAB9-700C4AA15CA2},rebeca_becdach@fws.gov_fws,07/29/2021 16:54,35.91003799,-119.3832932,LMC,9B,,15x15cm,none,41605,SwampTimothy,low,3,46,,{5B95EA37-18D6-4938-BCCF-918045A5B739},sh_length,9
{0F5D2F2E-A5E8-41C4-AAB9-700C4AA15CA2},rebeca_becdach@fws.gov_fws,07/29/2021 16:54,35.91003799,-119.3832932,LMC,9B,,15x15cm,none,41605,SwampTimothy,low,3,46,,{661A1279-95B1-4EE2-BAD1-7CECBDD7042C},sh_length,10
{0F5D2F2E-A5E8-41C4-AAB9-700C4AA15CA2},rebeca_becdach@fws.gov_fws,07/29/2021 16:54,35.91003799,-119.3832932,LMC,9B,,15x15cm,none,41605,SwampTimothy,low,3,46,,{7CBEDF78-547B-4FCD-8AE4-134E188A385E},sh_length,5
{0F5D2F2E-A5E8-41C4-AAB9-700C4AA15CA2},rebeca_becdach@fws.gov_fws,07/29/2021 16:54,35.91003799,-119.3832932,LMC,9B,,15x15cm,none,41605,SwampTimothy,low,3,46,,{D221DA05-ECDB-47FF-8C21-4374A4E832CB},sh_length,6
{0FE9F7BC-FA40-4179-B544-8198AFB82A0F},kathryn_heffernan@fws.gov_fws,08/02/2021 14:36,35.91789627,-119.3865204,LMC,4A,,15x15cm,none,41605,SwampTimothy,low,3,37,,{3E49CAA8-B359-4240-87F0-A805171BB703},sh_length,5
{0FE9F7BC-FA40-4179-B544-8198AFB82A0F},kathryn_heffernan@fws.gov_fws,08/02/2021 14:36,35.91789627,-119.3865204,LMC,4A,,15x15cm,none,41605,SwampTimothy,low,3,37,,{4259C003-6A2F-4695-B106-2610DC12C84D},sh_length,6
{0FE9F7BC-FA40-4179-B544-8198AFB82A0F},kathryn_heffernan@fws.gov_fws,08/02/2021 14:36,35.91789627,-119.3865204,LMC,4A,,15x15cm,none,41605,SwampTimothy,low,3,37,,{81B0FB4C-4D1E-4D3D-AE23-E5408AE866DF},sh_length,4
{0FE9F7BC-FA40-4179-B544-8198AFB82A0F},kathryn_heffernan@fws.gov_fws,08/02/2021 14:36,35.91789627,-119.3865204,LMC,4A,,15x15cm,none,41605,SwampTimothy,low,3,37,,{CC5433D8-7307-4EDF-9733-DBADCCFA3B68},sh_length,8
{0FE9F7BC-FA40-4179-B544-8198AFB82A0F},kathryn_heffernan@fws.gov_fws,08/02/2021 14:36,35.91789627,-119.3865204,LMC,4A,,15x15cm,none,41605,SwampTimothy,low,3,37,,{E3F32FC1-63CF-42F4-AF06-110D1C897767},sh_length,5
{10916090-CC37-4EFA-B0B0-14BEE903A630},kathryn_heffernan@fws.gov_fws,08/02/2021 17:40,35.91545105,-119.3929596,LMC,3,,5x5cm,none,41605,SwampTimothy,low,8,50,,{2C9F245A-1C82-48CF-BB11-14BD7BBE6DD2},sh_length,8
{10916090-CC37-4EFA-B0B0-14BEE903A630},kathryn_heffernan@fws.gov_fws,08/02/2021 17:40,35.91545105,-119.3929596,LMC,3,,5x5cm,none,41605,SwampTimothy,low,8,50,,{63CD2B48-A001-451D-964A-39289DAE55EC},sh_length,7
{10916090-CC37-4EFA-B0B0-14BEE903A630},kathryn_heffernan@fws.gov_fws,08/02/2021 17:40,35.91545105,-119.3929596,LMC,3,,5x5cm,none,41605,SwampTimothy,low,8,50,,{6560459B-D495-40EF-B1BB-55AD73D917A1},sh_length,5
{10916090-CC37-4EFA-B0B0-14BEE903A630},kathryn_heffernan@fws.gov_fws,08/02/2021 17:40,35.91545105,-119.3929596,LMC,3,,5x5cm,none,41605,SwampTimothy,low,8,50,,{676D9932-76C0-4176-B37E-C9A20C613719},sh_length,5
{10916090-CC37-4EFA-B0B0-14BEE903A630},kathryn_heffernan@fws.gov_fws,08/02/2021 17:40,35.91545105,-119.3929596,LMC,3,,5x5cm,none,41605,SwampTimothy,low,8,50,,{C350F5A4-86BF-4221-B74A-52731E7305E2},sh_length,6
{158CAF48-4BCB-449D-A906-55CCCA9B68F7},,07/28/2021 20:30,35.74802399,-119.6079941,KRN,6A,6A-3,5x5cm,none,41605,SwampTimothy,medium,10,27,,{5F2D5042-33AB-4FF5-8045-0A1D263ABEF2},sh_length,8
{158CAF48-4BCB-449D-A906-55CCCA9B68F7},,07/28/2021 20:30,35.74802399,-119.6079941,KRN,6A,6A-3,5x5cm,none,41605,SwampTimothy,medium,10,27,,{86F8B3EB-486C-4EBD-B72B-E2ABC92DF77E},sh_length,13
{158CAF48-4BCB-449D-A906-55CCCA9B68F7},,07/28/2021 20:30,35.74802399,-119.6079941,KRN,6A,6A-3,5x5cm,none,41605,SwampTimothy,medium,10,27,,{D9C35E89-950B-4797-95D2-256B961187B0},sh_length,13
{158CAF48-4BCB-449D-A906-55CCCA9B68F7},,07/28/2021 20:30,35.74802399,-119.6079941,KRN,6A,6A-3,5x5cm,none,41605,SwampTimothy,medium,10,27,,{E73DC8A3-89DB-4DFF-8C30-7AC58C79EABB},sh_length,11
{158CAF48-4BCB-449D-A906-55CCCA9B68F7},,07/28/2021 20:30,35.74802399,-119.6079941,KRN,6A,6A-3,5x5cm,none,41605,SwampTimothy,medium,10,27,,{E828E1E2-6F06-4CFC-830F-FCC4EF89CD67},sh_length,11
{173E6BB3-5AE0-4D27-A512-901B35FCFFF3},therese_burns@fws.gov_fws,07/28/2021 21:13,35.7501297,-119.610939,KRN,6A,6A-2,15x15cm,none,41605,SwampTimothy,low,3.5,31,,{1639C23B-56FA-4FFF-B365-C7137EC77EDC},sh_length,6
{173E6BB3-5AE0-4D27-A512-901B35FCFFF3},therese_burns@fws.gov_fws,07/28/2021 21:13,35.7501297,-119.610939,KRN,6A,6A-2,15x15cm,none,41605,SwampTimothy,low,3.5,31,,{2F586075-4BF3-41DD-B21A-D8FF24BC9A87},sh_length,4
