globalid,eventDate,recordedBy,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,areaVisible_ac,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},7/27/2021 18:10,therese_burns@fws.gov_fws,35.72043991,-119.6137238,KRN,4B,4B-4,1.087558358,,502210,Watergrass,low,0.01
{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},7/27/2021 18:10,therese_burns@fws.gov_fws,35.72043991,-119.6137238,KRN,4B,4B-4,1.087558358,,502210,Watergrass,high,0.15
{336EAD9E-5BDF-436A-926A-75645F25F429},7/27/2021 18:25,rebeca_becdach@fws.gov_fws,35.73243713,-119.6121674,KRN,5A,5A-7,2.16430894,,NA,Other cover,NA,0.35
{336EAD9E-5BDF-436A-926A-75645F25F429},7/27/2021 18:25,rebeca_becdach@fws.gov_fws,35.73243713,-119.6121674,KRN,5A,5A-7,2.16430894,,41605,Swamp Timothy,low,0.3
{336EAD9E-5BDF-436A-926A-75645F25F429},7/27/2021 18:25,rebeca_becdach@fws.gov_fws,35.73243713,-119.6121674,KRN,5A,5A-7,2.16430894,,41605,Swamp Timothy,medium,0.35
{7294B5F3-F189-40B2-B798-E46E60AE8094},7/27/2021 18:36,therese_burns@fws.gov_fws,35.71938705,-119.6153412,KRN,4B,4B-4,1.709234348,,NA,Other cover,NA,0.2
{7294B5F3-F189-40B2-B798-E46E60AE8094},7/27/2021 18:36,therese_burns@fws.gov_fws,35.71938705,-119.6153412,KRN,4B,4B-4,1.709234348,,41605,Swamp Timothy,medium,0.4
{7294B5F3-F189-40B2-B798-E46E60AE8094},7/27/2021 18:36,therese_burns@fws.gov_fws,35.71938705,-119.6153412,KRN,4B,4B-4,1.709234348,,41605,Swamp Timothy,high,0.25
{7294B5F3-F189-40B2-B798-E46E60AE8094},7/27/2021 18:36,therese_burns@fws.gov_fws,35.71938705,-119.6153412,KRN,4B,4B-4,1.709234348,,41605,Swamp Timothy,low,0.15
{7294B5F3-F189-40B2-B798-E46E60AE8094},7/27/2021 18:36,therese_burns@fws.gov_fws,35.71938705,-119.6153412,KRN,4B,4B-4,1.709234348,,502210,Watergrass,low,0.01
{A09D48D4-0BA4-4CAC-A59C-82ABCD013433},7/27/2021 18:46,therese_burns@fws.gov_fws,35.71881866,-119.6155319,KRN,4B,4B-4,2.264648995,,NA,Other cover,NA,0.3
{A09D48D4-0BA4-4CAC-A59C-82ABCD013433},7/27/2021 18:46,therese_burns@fws.gov_fws,35.71881866,-119.6155319,KRN,4B,4B-4,2.264648995,,41605,Swamp Timothy,medium,0.3
{A09D48D4-0BA4-4CAC-A59C-82ABCD013433},7/27/2021 18:46,therese_burns@fws.gov_fws,35.71881866,-119.6155319,KRN,4B,4B-4,2.264648995,,41605,Swamp Timothy,low,0.2
{A09D48D4-0BA4-4CAC-A59C-82ABCD013433},7/27/2021 18:46,therese_burns@fws.gov_fws,35.71881866,-119.6155319,KRN,4B,4B-4,2.264648995,,41605,Swamp Timothy,high,0.2
{4793E980-DC25-4091-9758-D2CA559B1018},7/27/2021 19:24,therese_burns@fws.gov_fws,35.71894836,-119.6183472,KRN,4B,4B-2,3.944883499,,NA,Other cover,NA,0.3
{4793E980-DC25-4091-9758-D2CA559B1018},7/27/2021 19:24,therese_burns@fws.gov_fws,35.71894836,-119.6183472,KRN,4B,4B-2,3.944883499,,41605,Swamp Timothy,medium,0.55
{4793E980-DC25-4091-9758-D2CA559B1018},7/27/2021 19:24,therese_burns@fws.gov_fws,35.71894836,-119.6183472,KRN,4B,4B-2,3.944883499,,41605,Swamp Timothy,low,0.1
{4793E980-DC25-4091-9758-D2CA559B1018},7/27/2021 19:24,therese_burns@fws.gov_fws,35.71894836,-119.6183472,KRN,4B,4B-2,3.944883499,,41605,Swamp Timothy,high,0.05
{696425B7-43C2-4BB5-9756-9B2BF2866C53},7/27/2021 19:35,kathryn_heffernan@fws.gov_fws,35.72025299,-119.618866,KRN,4B,4B-2,1.473770891,,NA,Other cover,NA,0.85
{696425B7-43C2-4BB5-9756-9B2BF2866C53},7/27/2021 19:35,kathryn_heffernan@fws.gov_fws,35.72025299,-119.618866,KRN,4B,4B-2,1.473770891,,41605,Swamp Timothy,low,0.05
{696425B7-43C2-4BB5-9756-9B2BF2866C53},7/27/2021 19:35,kathryn_heffernan@fws.gov_fws,35.72025299,-119.618866,KRN,4B,4B-2,1.473770891,,502210,Watergrass,low,0.1
{7F704EC3-60D2-4EDD-ADBC-96E322F5B0F2},7/27/2021 19:50,kathryn_heffernan@fws.gov_fws,35.72240067,-119.6176529,KRN,4B,4B-2,3.843860965,,NA,Other cover,NA,0.4
{7F704EC3-60D2-4EDD-ADBC-96E322F5B0F2},7/27/2021 19:50,kathryn_heffernan@fws.gov_fws,35.72240067,-119.6176529,KRN,4B,4B-2,3.843860965,,41605,Swamp Timothy,low,0.05
{7F704EC3-60D2-4EDD-ADBC-96E322F5B0F2},7/27/2021 19:50,kathryn_heffernan@fws.gov_fws,35.72240067,-119.6176529,KRN,4B,4B-2,3.843860965,,502210,Watergrass,high,0.2
{7F704EC3-60D2-4EDD-ADBC-96E322F5B0F2},7/27/2021 19:50,kathryn_heffernan@fws.gov_fws,35.72240067,-119.6176529,KRN,4B,4B-2,3.843860965,,502210,Watergrass,medium,0.3
{7F704EC3-60D2-4EDD-ADBC-96E322F5B0F2},7/27/2021 19:50,kathryn_heffernan@fws.gov_fws,35.72240067,-119.6176529,KRN,4B,4B-2,3.843860965,,502210,Watergrass,low,0.05
{4C1E2CB9-3036-4E9A-9015-3F9781A5DA37},7/27/2021 21:08,kathryn_heffernan@fws.gov_fws,35.72480011,-119.6141205,KRN,4A,4A-7,4.247416368,,NA,Other cover,NA,0.3
{4C1E2CB9-3036-4E9A-9015-3F9781A5DA37},7/27/2021 21:08,kathryn_heffernan@fws.gov_fws,35.72480011,-119.6141205,KRN,4A,4A-7,4.247416368,,41605,Swamp Timothy,high,0.5
{4C1E2CB9-3036-4E9A-9015-3F9781A5DA37},7/27/2021 21:08,kathryn_heffernan@fws.gov_fws,35.72480011,-119.6141205,KRN,4A,4A-7,4.247416368,,41605,Swamp Timothy,medium,0.2
{F986DF6B-8917-4844-AD3B-4228E7BC657C},7/27/2021 21:20,therese_burns@fws.gov_fws,35.7256546,-119.6089478,KRN,4A,4A-7,1.009382027,,NA,Other cover,NA,0.05
{F986DF6B-8917-4844-AD3B-4228E7BC657C},7/27/2021 21:20,therese_burns@fws.gov_fws,35.7256546,-119.6089478,KRN,4A,4A-7,1.009382027,,41605,Swamp Timothy,high,0.6
{F986DF6B-8917-4844-AD3B-4228E7BC657C},7/27/2021 21:20,therese_burns@fws.gov_fws,35.7256546,-119.6089478,KRN,4A,4A-7,1.009382027,,41605,Swamp Timothy,medium,0.3
{F986DF6B-8917-4844-AD3B-4228E7BC657C},7/27/2021 21:20,therese_burns@fws.gov_fws,35.7256546,-119.6089478,KRN,4A,4A-7,1.009382027,,41605,Swamp Timothy,low,0.05
{C3CA7F5C-4527-419A-8D43-5925F77F686B},7/27/2021 21:46,therese_burns@fws.gov_fws,35.72710037,-119.611763,KRN,4A,4A-7,3.276232788,,NA,Other cover,NA,0.4
{C3CA7F5C-4527-419A-8D43-5925F77F686B},7/27/2021 21:46,therese_burns@fws.gov_fws,35.72710037,-119.611763,KRN,4A,4A-7,3.276232788,,41605,Swamp Timothy,medium,0.05
{C3CA7F5C-4527-419A-8D43-5925F77F686B},7/27/2021 21:46,therese_burns@fws.gov_fws,35.72710037,-119.611763,KRN,4A,4A-7,3.276232788,,41605,Swamp Timothy,high,0.55
{C3CA7F5C-4527-419A-8D43-5925F77F686B},7/27/2021 21:46,therese_burns@fws.gov_fws,35.72710037,-119.611763,KRN,4A,4A-7,3.276232788,,502210,Watergrass,low,0.025
{C3CA7F5C-4527-419A-8D43-5925F77F686B},7/27/2021 21:46,therese_burns@fws.gov_fws,35.72710037,-119.611763,KRN,4A,4A-7,3.276232788,,502210,Watergrass,medium,0.025
{6569A86F-87FA-4E1E-B815-2DE95F01990F},7/27/2021 22:02,therese_burns@fws.gov_fws,35.72488022,-119.6158905,KRN,4A-5,,2.381254977,,NA,Other cover,NA,0.2
{6569A86F-87FA-4E1E-B815-2DE95F01990F},7/27/2021 22:02,therese_burns@fws.gov_fws,35.72488022,-119.6158905,KRN,4A-5,,2.381254977,,41605,Swamp Timothy,low,0.2
{6569A86F-87FA-4E1E-B815-2DE95F01990F},7/27/2021 22:02,therese_burns@fws.gov_fws,35.72488022,-119.6158905,KRN,4A-5,,2.381254977,,41605,Swamp Timothy,medium,0.3
{6569A86F-87FA-4E1E-B815-2DE95F01990F},7/27/2021 22:02,therese_burns@fws.gov_fws,35.72488022,-119.6158905,KRN,4A-5,,2.381254977,,41605,Swamp Timothy,high,0.3
{F07ED495-6B9C-42AA-BF10-6261B4334176},7/27/2021 22:22,therese_burns@fws.gov_fws,35.72410583,-119.6188736,KRN,Shrew Slough,,6.925152811,,NA,Other cover,NA,0.2
{F07ED495-6B9C-42AA-BF10-6261B4334176},7/27/2021 22:22,therese_burns@fws.gov_fws,35.72410583,-119.6188736,KRN,Shrew Slough,,6.925152811,,41605,Swamp Timothy,high,0.75
{F07ED495-6B9C-42AA-BF10-6261B4334176},7/27/2021 22:22,therese_burns@fws.gov_fws,35.72410583,-119.6188736,KRN,Shrew Slough,,6.925152811,,41605,Swamp Timothy,medium,0.05
{130DB835-30A7-4D0E-BB6D-A378D9D3ADB6},7/27/2021 22:23,rebeca_becdach@fws.gov_fws,35.73608398,-119.6167603,KRN,5A,5A-3,1.077128172,,NA,Other cover,NA,0.8
{130DB835-30A7-4D0E-BB6D-A378D9D3ADB6},7/27/2021 22:23,rebeca_becdach@fws.gov_fws,35.73608398,-119.6167603,KRN,5A,5A-3,1.077128172,,41605,Swamp Timothy,medium,0.2
{7748F6A1-A882-4731-A5A3-45D5E6E0C0B8},7/27/2021 22:42,therese_burns@fws.gov_fws,35.72340393,-119.6206055,KRN,4A-5,,1.126521748,,NA,Other cover,NA,0
{7748F6A1-A882-4731-A5A3-45D5E6E0C0B8},7/27/2021 22:42,therese_burns@fws.gov_fws,35.72340393,-119.6206055,KRN,4A-5,,1.126521748,,41605,Swamp Timothy,low,0.05
{7748F6A1-A882-4731-A5A3-45D5E6E0C0B8},7/27/2021 22:42,therese_burns@fws.gov_fws,35.72340393,-119.6206055,KRN,4A-5,,1.126521748,,41605,Swamp Timothy,medium,0.1
{7748F6A1-A882-4731-A5A3-45D5E6E0C0B8},7/27/2021 22:42,therese_burns@fws.gov_fws,35.72340393,-119.6206055,KRN,4A-5,,1.126521748,,41605,Swamp Timothy,high,0.85
{6CD10A39-3991-4DAD-8D96-8C0081815D1E},7/27/2021 22:53,rebeca_becdach@fws.gov_fws,35.73688507,-119.6188507,KRN,5A,5A-3,1.941164177,,NA,Other cover,NA,0.2
{6CD10A39-3991-4DAD-8D96-8C0081815D1E},7/27/2021 22:53,rebeca_becdach@fws.gov_fws,35.73688507,-119.6188507,KRN,5A,5A-3,1.941164177,,41605,Swamp Timothy,low,0.8
{88C73DA2-A339-45DB-81DD-36E0334510F0},7/27/2021 23:15,rebeca_becdach@fws.gov_fws,35.73831558,-119.6175385,KRN,5A,5A-3,2.820328625,,NA,Other cover,NA,0.65
{88C73DA2-A339-45DB-81DD-36E0334510F0},7/27/2021 23:15,rebeca_becdach@fws.gov_fws,35.73831558,-119.6175385,KRN,5A,5A-3,2.820328625,,41605,Swamp Timothy,low,0.35
{B3441C05-3EF0-4A7C-A3DE-8DFE992A7046},7/28/2021 14:02,kathryn_heffernan@fws.gov_fws,35.72467041,-119.620697,KRN,4A,4A-2,3.52385399,,NA,Other cover,NA,0.15
{B3441C05-3EF0-4A7C-A3DE-8DFE992A7046},7/28/2021 14:02,kathryn_heffernan@fws.gov_fws,35.72467041,-119.620697,KRN,4A,4A-2,3.52385399,,41605,Swamp Timothy,medium,0.2
{B3441C05-3EF0-4A7C-A3DE-8DFE992A7046},7/28/2021 14:02,kathryn_heffernan@fws.gov_fws,35.72467041,-119.620697,KRN,4A,4A-2,3.52385399,,41605,Swamp Timothy,high,0.65
{3C327972-D8ED-47D3-913E-E66118868D8D},7/28/2021 14:13,kathryn_heffernan@fws.gov_fws,35.72622299,-119.6208267,KRN,4A,4A-2,2.100331934,,NA,Other cover,NA,0.2
{3C327972-D8ED-47D3-913E-E66118868D8D},7/28/2021 14:13,kathryn_heffernan@fws.gov_fws,35.72622299,-119.6208267,KRN,4A,4A-2,2.100331934,,41605,Swamp Timothy,high,0.6
{3C327972-D8ED-47D3-913E-E66118868D8D},7/28/2021 14:13,kathryn_heffernan@fws.gov_fws,35.72622299,-119.6208267,KRN,4A,4A-2,2.100331934,,41605,Swamp Timothy,medium,0.15
{3C327972-D8ED-47D3-913E-E66118868D8D},7/28/2021 14:13,kathryn_heffernan@fws.gov_fws,35.72622299,-119.6208267,KRN,4A,4A-2,2.100331934,,41605,Swamp Timothy,low,0.05
{E08D443B-914A-484F-9446-B7C0F365744C},7/28/2021 14:22,rebeca_becdach@fws.gov_fws,35.73329926,-119.615654,KRN,5A,5A-7,9.961182794,,NA,Other cover,NA,0.15
{E08D443B-914A-484F-9446-B7C0F365744C},7/28/2021 14:22,rebeca_becdach@fws.gov_fws,35.73329926,-119.615654,KRN,5A,5A-7,9.961182794,,41605,Swamp Timothy,high,0.6
{E08D443B-914A-484F-9446-B7C0F365744C},7/28/2021 14:22,rebeca_becdach@fws.gov_fws,35.73329926,-119.615654,KRN,5A,5A-7,9.961182794,,41605,Swamp Timothy,medium,0.25
{E18C7909-05E1-482C-B544-365DC0C865E3},7/28/2021 14:25,kathryn_heffernan@fws.gov_fws,35.72667694,-119.6219254,KRN,4A,4A-2,4.879899172,,NA,Other cover,NA,0.3
{E18C7909-05E1-482C-B544-365DC0C865E3},7/28/2021 14:25,kathryn_heffernan@fws.gov_fws,35.72667694,-119.6219254,KRN,4A,4A-2,4.879899172,,41605,Swamp Timothy,low,0.2
{E18C7909-05E1-482C-B544-365DC0C865E3},7/28/2021 14:25,kathryn_heffernan@fws.gov_fws,35.72667694,-119.6219254,KRN,4A,4A-2,4.879899172,,41605,Swamp Timothy,medium,0.5
{7B1E8809-BCC4-49B2-9BB8-077027088180},7/28/2021 14:37,kathryn_heffernan@fws.gov_fws,35.72740173,-119.6230927,KRN,4A,4A-1,1.761836728,,NA,Other cover,NA,0.35
{7B1E8809-BCC4-49B2-9BB8-077027088180},7/28/2021 14:37,kathryn_heffernan@fws.gov_fws,35.72740173,-119.6230927,KRN,4A,4A-1,1.761836728,,41605,Swamp Timothy,low,0.15
{7B1E8809-BCC4-49B2-9BB8-077027088180},7/28/2021 14:37,kathryn_heffernan@fws.gov_fws,35.72740173,-119.6230927,KRN,4A,4A-1,1.761836728,,41605,Swamp Timothy,medium,0.5
{33B2A5CC-2827-4B70-AC08-7D9A65C86208},7/28/2021 14:49,rebeca_becdach@fws.gov_fws,35.73600006,-119.6212082,KRN,5A,5A-1,3.021420709,,NA,Other cover,NA,0.6
{33B2A5CC-2827-4B70-AC08-7D9A65C86208},7/28/2021 14:49,rebeca_becdach@fws.gov_fws,35.73600006,-119.6212082,KRN,5A,5A-1,3.021420709,,41605,Swamp Timothy,low,0.4
{DF8BAA66-FF81-46E0-B6CE-A8BF5334A1BC},7/28/2021 14:49,kathryn_heffernan@fws.gov_fws,35.73068619,-119.6213226,KRN,4A,4A-1,1.829340175,,NA,Other cover,NA,0.15
{DF8BAA66-FF81-46E0-B6CE-A8BF5334A1BC},7/28/2021 14:49,kathryn_heffernan@fws.gov_fws,35.73068619,-119.6213226,KRN,4A,4A-1,1.829340175,,41605,Swamp Timothy,low,0.5
{DF8BAA66-FF81-46E0-B6CE-A8BF5334A1BC},7/28/2021 14:49,kathryn_heffernan@fws.gov_fws,35.73068619,-119.6213226,KRN,4A,4A-1,1.829340175,,41605,Swamp Timothy,medium,0.35
{6ADF0816-3AD0-4C22-A4EC-EABC1FCF420A},7/28/2021 14:59,kathryn_heffernan@fws.gov_fws,35.73183441,-119.6212692,KRN,4A,4A-1,2.314659357,,NA,Other cover,NA,0.05
{6ADF0816-3AD0-4C22-A4EC-EABC1FCF420A},7/28/2021 14:59,kathryn_heffernan@fws.gov_fws,35.73183441,-119.6212692,KRN,4A,4A-1,2.314659357,,41605,Swamp Timothy,medium,0.2
{6ADF0816-3AD0-4C22-A4EC-EABC1FCF420A},7/28/2021 14:59,kathryn_heffernan@fws.gov_fws,35.73183441,-119.6212692,KRN,4A,4A-1,2.314659357,,41605,Swamp Timothy,high,0.75
{8053189A-674B-47D5-BEBB-0CE10DB3652D},7/28/2021 15:14,rebeca_becdach@fws.gov_fws,35.73880386,-119.6220169,KRN,5A,5A-1,4.793620773,,NA,Other cover,NA,0.6
{8053189A-674B-47D5-BEBB-0CE10DB3652D},7/28/2021 15:14,rebeca_becdach@fws.gov_fws,35.73880386,-119.6220169,KRN,5A,5A-1,4.793620773,,41605,Swamp Timothy,low,0.4
{34DBD271-D09B-4A61-B319-F346453132BF},7/28/2021 15:16,kathryn_heffernan@fws.gov_fws,35.72915268,-119.6175537,KRN,4A,4A-4,4.864684995,,NA,Other cover,NA,0.25
{34DBD271-D09B-4A61-B319-F346453132BF},7/28/2021 15:16,kathryn_heffernan@fws.gov_fws,35.72915268,-119.6175537,KRN,4A,4A-4,4.864684995,,41605,Swamp Timothy,high,0.5
{34DBD271-D09B-4A61-B319-F346453132BF},7/28/2021 15:16,kathryn_heffernan@fws.gov_fws,35.72915268,-119.6175537,KRN,4A,4A-4,4.864684995,,41605,Swamp Timothy,medium,0.2
{34DBD271-D09B-4A61-B319-F346453132BF},7/28/2021 15:16,kathryn_heffernan@fws.gov_fws,35.72915268,-119.6175537,KRN,4A,4A-4,4.864684995,,41605,Swamp Timothy,low,0.05
{AC411AAF-F24E-49D4-AD19-3677A2F99161},7/28/2021 15:25,kathryn_heffernan@fws.gov_fws,35.7280159,-119.6178741,KRN,4A,4A-4,4.283899681,,NA,Other cover,NA,0.4
{AC411AAF-F24E-49D4-AD19-3677A2F99161},7/28/2021 15:25,kathryn_heffernan@fws.gov_fws,35.7280159,-119.6178741,KRN,4A,4A-4,4.283899681,,41605,Swamp Timothy,low,0.25
{AC411AAF-F24E-49D4-AD19-3677A2F99161},7/28/2021 15:25,kathryn_heffernan@fws.gov_fws,35.7280159,-119.6178741,KRN,4A,4A-4,4.283899681,,41605,Swamp Timothy,medium,0.35
{D86D4EA2-7389-40B9-8C9C-EB92E1EAE4D1},7/28/2021 15:36,kathryn_heffernan@fws.gov_fws,35.72725296,-119.6163254,KRN,4A,4A-4,0.46292176,,NA,Other cover,NA,0.05
{D86D4EA2-7389-40B9-8C9C-EB92E1EAE4D1},7/28/2021 15:36,kathryn_heffernan@fws.gov_fws,35.72725296,-119.6163254,KRN,4A,4A-4,0.46292176,,41605,Swamp Timothy,medium,0.1
{D86D4EA2-7389-40B9-8C9C-EB92E1EAE4D1},7/28/2021 15:36,kathryn_heffernan@fws.gov_fws,35.72725296,-119.6163254,KRN,4A,4A-4,0.46292176,,41605,Swamp Timothy,high,0.85
{C65EC470-96C8-4A0D-BC64-881E55BB5106},7/28/2021 15:48,rebeca_becdach@fws.gov_fws,35.7397728,-119.6192932,KRN,5A,5A-1,1.253190958,,NA,Other cover,NA,0.8
{C65EC470-96C8-4A0D-BC64-881E55BB5106},7/28/2021 15:48,rebeca_becdach@fws.gov_fws,35.7397728,-119.6192932,KRN,5A,5A-1,1.253190958,,41605,Swamp Timothy,low,0.2
{41542180-F744-4CAC-A58E-A1F34657E970},7/28/2021 15:49,kathryn_heffernan@fws.gov_fws,35.72943115,-119.6138535,KRN,4A-6,,0.605034462,All mowed alkali bulrush and cocklebur no swamp Timothy seen,NA,Other cover,NA,0.85
{41542180-F744-4CAC-A58E-A1F34657E970},7/28/2021 15:49,kathryn_heffernan@fws.gov_fws,35.72943115,-119.6138535,KRN,4A-6,,0.605034462,All mowed alkali bulrush and cocklebur no swamp Timothy seen,41605,Swamp Timothy,low,0.15
{A0DCD444-8D75-444B-8F74-303DFC77FD5A},7/28/2021 16:11,therese_burns@fws.gov_fws,35.72988129,-119.6089249,KRN,4A-6,,2.245514133,,NA,Other cover,NA,0.3
{A0DCD444-8D75-444B-8F74-303DFC77FD5A},7/28/2021 16:11,therese_burns@fws.gov_fws,35.72988129,-119.6089249,KRN,4A-6,,2.245514133,,41605,Swamp Timothy,low,0.7
{94D486C5-894D-41B8-9721-B8FED6DD8ACC},7/28/2021 16:29,rebeca_becdach@fws.gov_fws,35.74198151,-119.6219406,KRN,5B,5B-2,3.437457655,,NA,Other cover,NA,0.75
{94D486C5-894D-41B8-9721-B8FED6DD8ACC},7/28/2021 16:29,rebeca_becdach@fws.gov_fws,35.74198151,-119.6219406,KRN,5B,5B-2,3.437457655,,41605,Swamp Timothy,low,0.15
{94D486C5-894D-41B8-9721-B8FED6DD8ACC},7/28/2021 16:29,rebeca_becdach@fws.gov_fws,35.74198151,-119.6219406,KRN,5B,5B-2,3.437457655,,41605,Swamp Timothy,medium,0.1
{50A62B15-0934-43CD-BC0F-52D02D724B55},7/28/2021 16:52,kathryn_heffernan@fws.gov_fws,35.73167038,-119.6102829,KRN,4A-6,,1.36421406,Over 100% since Timothy is growing among water grass ,NA,Other cover,NA,0.2
{50A62B15-0934-43CD-BC0F-52D02D724B55},7/28/2021 16:52,kathryn_heffernan@fws.gov_fws,35.73167038,-119.6102829,KRN,4A-6,,1.36421406,Over 100% since Timothy is growing among water grass ,41605,Swamp Timothy,low,0.4
{50A62B15-0934-43CD-BC0F-52D02D724B55},7/28/2021 16:52,kathryn_heffernan@fws.gov_fws,35.73167038,-119.6102829,KRN,4A-6,,1.36421406,Over 100% since Timothy is growing among water grass ,502210,Watergrass,high,0.6
{BE11D165-FBA3-49CA-A0C1-E09599EB1013},7/28/2021 17:02,rebeca_becdach@fws.gov_fws,35.74198914,-119.6202011,KRN,5B,5B-3,6.033023414,,NA,Other cover,NA,0.8
{BE11D165-FBA3-49CA-A0C1-E09599EB1013},7/28/2021 17:02,rebeca_becdach@fws.gov_fws,35.74198914,-119.6202011,KRN,5B,5B-3,6.033023414,,41605,Swamp Timothy,low,0.15
{BE11D165-FBA3-49CA-A0C1-E09599EB1013},7/28/2021 17:02,rebeca_becdach@fws.gov_fws,35.74198914,-119.6202011,KRN,5B,5B-3,6.033023414,,41605,Swamp Timothy,medium,0.05
{8131130E-6733-4F95-B889-D36C64E345AF},7/28/2021 17:06,kathryn_heffernan@fws.gov_fws,35.73176575,-119.6148911,KRN,4A-3,,1.157770166,,NA,Other cover,NA,0.75
{8131130E-6733-4F95-B889-D36C64E345AF},7/28/2021 17:06,kathryn_heffernan@fws.gov_fws,35.73176575,-119.6148911,KRN,4A-3,,1.157770166,,41605,Swamp Timothy,medium,0.1
{8131130E-6733-4F95-B889-D36C64E345AF},7/28/2021 17:06,kathryn_heffernan@fws.gov_fws,35.73176575,-119.6148911,KRN,4A-3,,1.157770166,,41605,Swamp Timothy,high,0.15
{861E5191-3119-44C2-985F-0D46BD192F7A},7/28/2021 17:15,kathryn_heffernan@fws.gov_fws,35.73151779,-119.616745,KRN,4A-3,,2.088503481,,NA,Other cover,NA,0.3
{861E5191-3119-44C2-985F-0D46BD192F7A},7/28/2021 17:15,kathryn_heffernan@fws.gov_fws,35.73151779,-119.616745,KRN,4A-3,,2.088503481,,41605,Swamp Timothy,high,0.65
{861E5191-3119-44C2-985F-0D46BD192F7A},7/28/2021 17:15,kathryn_heffernan@fws.gov_fws,35.73151779,-119.616745,KRN,4A-3,,2.088503481,,41605,Swamp Timothy,low,0.05
