"","GlobalID","decimalLatitude","decimalLongitude","p_wg_a.Low","p_wg_b.Med","p_wg_c.High","p_st_a.Low","p_st_b.Med","p_st_c.High","p_sw_a.Low","p_sw_b.Med","p_sw_c.High","p_noFood"
"17","{4A6BB341-DE5F-405B-8020-4D1D65DCF5BA}",35.91688718,-119.4064991,0,0,0,0,0,0,0,0,0,1
"18","{4A9B6772-8EC0-411A-AEF8-2DAA664731ED}",35.91832771,-119.4004522,0,0,0,0.0099009900990099,0,0,0,0,0,0.99009900990099
"19","{5F1E8B6B-3128-429F-AE6A-05FC963F5585}",35.91985808,-119.3884193,0.0333333333333333,0.333333333333333,0.0333333333333333,0.566666666666667,0.0333333333333333,0,0,0,0,0
"20","{6452A503-BC4B-4F99-A654-0B75B8D4446A}",35.91438924,-119.3863421,0,0,0,0.75,0.2,0,0,0,0,0.05
"21","{67E52E55-2931-4F6E-A996-623E49FF8583}",35.91977809,-119.3857644,0,0,0.0909090909090909,0.863636363636364,0,0,0,0,0,0.0454545454545455
"22","{6A3328CF-753E-4085-9CE6-DD758BA5D308}",35.90866043,-119.3846094,0,0,0,0.95,0,0,0,0,0,0.05
"23","{6C00E43A-A5A1-435B-8DC4-5DDA9EB4BCD5}",35.91157977,-119.382815,0,0,0,0.55,0.1,0,0,0,0,0.35
"24","{6C525DE3-C4AA-4AC2-920F-F179DDDFA47D}",35.91625883,-119.3855924,0,0,0,0.75,0.25,0,0,0,0,0
"25","{7010D1F1-B077-4D2D-9BEC-01FF1BDAD939}",35.91148984,-119.3888001,0,0,0,0,0,0,0,0,0,1
"26","{7010D1F1-B077-4D2D-9BEC-01FF1BDAD939}",35.91148984,-119.3888001,0,0,0,1,0,0,0,0,0,0
"27","{7ADFFF3D-AA06-4A40-AA74-CBB19CEE5F90}",35.9123696,-119.3910861,0,0,0,0,0,0,0,0,0,1
"28","{803C0215-46D4-4B44-93E6-1B7E7A31F3A7}",35.9099195,-119.3995044,0,0,0,0,0,0,0,0,0,1
"29","{85393694-A1C1-4045-96F1-8C6F8978CC74}",35.91267955,-119.3834294,0,0,0,0.75,0.05,0,0,0,0,0.2
"30","{93CA3D59-FA95-4DCC-BD30-EB8AC6A7085A}",35.92017747,-119.399039,0,0.1,0,0.35,0,0,0,0,0,0.55
"31","{95281D07-F19E-4FE2-A281-73B4D0865296}",35.90738034,-119.3959647,0,0,0,0,0,0,0,0,0,1
"32","{9780BA8D-CE40-42F3-A5E9-CD3D7244CFFA}",35.91196975,-119.3867846,0,0,0,0,0,0,0,0,0,1
"33","{9C3A03D4-48B0-4639-95E7-A5043B9A9E28}",35.91539889,-119.3929421,0,0,0,0.8,0,0,0,0,0,0.2
"34","{B563FE73-6DBB-4835-9DB7-AD4C1572839A}",35.90986018,-119.388542,0,0,0,0,0,0,0,0,0,1
"35","{B563FE73-6DBB-4835-9DB7-AD4C1572839A}",35.90986018,-119.388542,0,0,0,1,0,0,0,0,0,0
"36","{BB343C19-42E4-4059-9D98-5E3DD3D25D6F}",35.91613883,-119.3905824,0.130434782608696,0,0,0.695652173913043,0,0,0,0,0,0.173913043478261
"37","{BEA46C2B-E420-443B-9417-52B9886AE215}",35.91966808,-119.3910865,0,0,0,0.95,0,0,0,0,0,0.05
"38","{C3BA6B1B-14E2-43CC-BFEE-0C9C88F6794A}",35.9179085,-119.3865142,0,0,0,0.9,0,0,0,0,0,0.1
"39","{C63C66EF-2D4B-4948-B80B-C4138856CCDF}",35.91968608,-119.4096955,0,0,0,0.3,0.3,0.05,0,0,0,0.35
"40","{CFC65AED-53D5-4A90-AC0A-51DCF6D6D509}",35.91192975,-119.3854573,0,0,0,0.6,0,0,0,0,0,0.4
"41","{D0779B8B-D5AE-443E-8390-AC336EC7FA8A}",35.90745054,-119.380345,0,0,0,0.35,0.4,0,0,0,0,0.25
"42","{DEFBAE2F-1C6A-4926-9F74-7F1C202B9EF8}",35.91581733,-119.4068798,0,0,0,0.25,0.1,0,0,0,0,0.65
"43","{DF67A98B-44BA-4512-80A0-6AE1FF18E75F}",35.9151988,-119.3952773,0,0,0.444444444444444,0.444444444444444,0,0,0,0,0,0.111111111111111
"44","{F587B607-2861-4C6F-9FD0-71EC1A80E4A1}",35.91386902,-119.3960023,0.05,0,0.3,0.15,0.5,0,0,0,0,0
"45","{F74C3EB0-B661-451E-98DA-B49E0B6B779D}",35.90989957,-119.3988408,0,0,0,0.4,0,0,0,0,0,0.6
"46","{F9083E08-595A-428F-8428-E3952583E41C}",35.90887034,-119.3826062,0,0,0,0.95959595959596,0.0303030303030303,0,0,0,0,0.0101010101010101
"47","{FDF27D5B-D6F4-4902-9098-39BE56D9E71F}",35.91807768,-119.4011281,0.1,0,0,0.2,0,0,0,0,0,0.7
