GlobalID_CP,LIT,decimalLatitude,decimalLongitude,eventDate,recordedBy,plotStatus,unitName,subunitName,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
C26,SLW,38.41805568,-121.4902444,8/12/2019 14:47, BT ,Complete,Lewis 6,22,,502210,Watergrass,high,0.3
C26,SLW,38.41805568,-121.4902444,8/12/2019 14:47, BT ,Complete,Lewis 6,22,,NA,Other cover,NA,0.4
C27,SLW,38.41864927,-121.4943557,8/12/2019 15:52,JM,Complete,Lewis 1,22,,41605,Swamp Timothy,low,0.2
C27,SLW,38.41864927,-121.4943557,8/12/2019 15:52,JM,Complete,Lewis 1,22,,NA,Other cover,NA,0.8
C28,SLW,38.41864044,-121.4936686,8/12/2019 15:43,JM,Complete,Lewis 1,22,,41605,Swamp Timothy,medium,0.05
C28,SLW,38.41864044,-121.4936686,8/12/2019 15:43,JM,Complete,Lewis 1,22,,41605,Swamp Timothy,low,0.4
C28,SLW,38.41864044,-121.4936686,8/12/2019 15:43,JM,Complete,Lewis 1,22,,NA,Other cover,NA,0.55
C29,SLW,38.4186095,-121.4912638,8/12/2019 14:37,JM,Complete,Lewis 6,22,VP3,502210,Watergrass,medium,0.5
C29,SLW,38.4186095,-121.4912638,8/12/2019 14:37,JM,Complete,Lewis 6,22,VP3,502210,Watergrass,high,0.5
C31,SLW,38.41913677,-121.4902219,7/10/2019 21:32, KE,Complete,Lewis 6,22,VP3-C2,41605,Swamp Timothy,medium,0.025
C31,SLW,38.41913677,-121.4902219,7/10/2019 21:32, KE,Complete,Lewis 6,22,VP3-C2,502210,Watergrass,low,0.1
C31,SLW,38.41913677,-121.4902219,7/10/2019 21:32, KE,Complete,Lewis 6,22,VP3-C2,NA,Other cover,NA,0.875
C32,SLW,38.4194159,-121.4909034,7/10/2019 20:56, KE,Complete,Lewis 6,22,VP3-C1,502210,Watergrass,low,0.05
C32,SLW,38.4194159,-121.4909034,7/10/2019 20:56, KE,Complete,Lewis 6,22,VP3-C1,502210,Watergrass,medium,0.1
C32,SLW,38.4194159,-121.4909034,7/10/2019 20:56, KE,Complete,Lewis 6,22,VP3-C1,502210,Watergrass,high,0.25
C32,SLW,38.4194159,-121.4909034,7/10/2019 20:56, KE,Complete,Lewis 6,22,VP3-C1,NA,Other cover,NA,0.6
C33,SLW,38.42105523,-121.4922439,8/12/2019 16:05,JM,Complete,Lewis 1,22,Mowed,41605,Swamp Timothy,low,0.05
C33,SLW,38.42105523,-121.4922439,8/12/2019 16:05,JM,Complete,Lewis 1,22,Mowed,41605,Swamp Timothy,medium,0.05
C33,SLW,38.42105523,-121.4922439,8/12/2019 16:05,JM,Complete,Lewis 1,22,Mowed,NA,Other cover,NA,0.25
C33,SLW,38.42105523,-121.4922439,8/12/2019 16:05,JM,Complete,Lewis 1,22,Mowed,41605,Swamp Timothy,high,0.65
C89,SAC,39.38426906,-122.1690859,7/22/2019 21:10,Julia,Complete,T36,T36:2,,502210,Watergrass,high,0.3
C89,SAC,39.38426906,-122.1690859,7/22/2019 21:10,Julia,Complete,T36,T36:2,,NA,Other cover,NA,0.3
C89,SAC,39.38426906,-122.1690859,7/22/2019 21:10,Julia,Complete,T36,T36:2,,502210,Watergrass,medium,0.4
C90,SAC,39.38489852,-122.1816187,7/23/2019 19:21,JM,NotFood,T35,T35:1,Cattail,NA,Other cover,NA,1
C91,SAC,39.38514672,-122.1784808,7/23/2019 18:34,JM,Complete,T35,T35:1,,NA,Other cover,NA,0.2
C91,SAC,39.38514672,-122.1784808,7/23/2019 18:34,JM,Complete,T35,T35:1,,502210,Watergrass,low,0.4
C91,SAC,39.38514672,-122.1784808,7/23/2019 18:34,JM,Complete,T35,T35:1,,502210,Watergrass,medium,0.4
C92,SAC,39.385675,-122.1767328,7/23/2019 18:45,JM,Complete,T35,T35:1,,502210,Watergrass,medium,0.2
C92,SAC,39.385675,-122.1767328,7/23/2019 18:45,JM,Complete,T35,T35:1,,502210,Watergrass,low,0.8
C93,SAC,39.38561057,-122.1676766,7/22/2019 20:38,JM,Complete,T36,T36:2,,41605,Swamp Timothy,high,0.45
C93,SAC,39.38561057,-122.1676766,7/22/2019 20:38,JM,Complete,T36,T36:2,,502210,Watergrass,medium,0.55
C94,SAC,39.38624999,-122.181603,7/23/2019 19:10,JM,Complete,T35,T35:1,,502210,Watergrass,low,0.35
C94,SAC,39.38624999,-122.181603,7/23/2019 19:10,JM,Complete,T35,T35:1,,502210,Watergrass,medium,0.65
C95,SAC,39.38649574,-122.1781166,7/23/2019 18:27,JM,Complete,T35,T35:1,,NA,Other cover,NA,0.1
C95,SAC,39.38649574,-122.1781166,7/23/2019 18:27,JM,Complete,T35,T35:1,,502210,Watergrass,low,0.3
C95,SAC,39.38649574,-122.1781166,7/23/2019 18:27,JM,Complete,T35,T35:1,,502210,Watergrass,medium,0.3
C95,SAC,39.38649574,-122.1781166,7/23/2019 18:27,JM,Complete,T35,T35:1,,502210,Watergrass,high,0.3
C96,SAC,39.38647355,-122.1749817,7/23/2019 18:53,JM,Complete,T35,T35:1,Still wet 7/23,41605,Swamp Timothy,medium,0.2
C96,SAC,39.38647355,-122.1749817,7/23/2019 18:53,JM,Complete,T35,T35:1,Still wet 7/23,502210,Watergrass,low,0.8
C97,SAC,39.38669424,-122.1680121,7/22/2019 20:57,JM,Complete,T36,T36:2,,502210,Watergrass,low,0.15
C97,SAC,39.38669424,-122.1680121,7/22/2019 20:57,JM,Complete,T36,T36:2,,502210,Watergrass,high,0.15
C97,SAC,39.38669424,-122.1680121,7/22/2019 20:57,JM,Complete,T36,T36:2,,502210,Watergrass,medium,0.7
C98,SAC,39.38693957,-122.1645257,7/22/2019 20:39,Tb,Complete,T36,T36:2,,502210,Watergrass,medium,0.2
C98,SAC,39.38693957,-122.1645257,7/22/2019 20:39,Tb,Complete,T36,T36:2,,NA,Other cover,NA,0.3
C98,SAC,39.38693957,-122.1645257,7/22/2019 20:39,Tb,Complete,T36,T36:2,,502210,Watergrass,high,0.5
C99,SAC,39.38776045,-122.1659093,7/22/2019 21:52,DT,Complete,T36,T36:2,,502210,Watergrass,high,0.2
C99,SAC,39.38776045,-122.1659093,7/22/2019 21:52,DT,Complete,T36,T36:2,,NA,Other cover,NA,0.3
C99,SAC,39.38776045,-122.1659093,7/22/2019 21:52,DT,Complete,T36,T36:2,,502210,Watergrass,medium,0.5
C100,SAC,39.38832347,-122.1690378,7/23/2019 17:22,JM,Complete,T36,T36:1,,NA,Other cover,NA,0.05
C100,SAC,39.38832347,-122.1690378,7/23/2019 17:22,JM,Complete,T36,T36:1,,502210,Watergrass,low,0.15
C100,SAC,39.38832347,-122.1690378,7/23/2019 17:22,JM,Complete,T36,T36:1,,502210,Watergrass,medium,0.35
C100,SAC,39.38832347,-122.1690378,7/23/2019 17:22,JM,Complete,T36,T36:1,,41605,Swamp Timothy,high,0.45
C101,SAC,39.38855883,-122.164158,7/22/2019 21:07,DT,Complete,T36,T36:2,,NA,Other cover,NA,0.03
C101,SAC,39.38855883,-122.164158,7/22/2019 21:07,DT,Complete,T36,T36:2,,502210,Watergrass,low,0.07
C101,SAC,39.38855883,-122.164158,7/22/2019 21:07,DT,Complete,T36,T36:2,,502210,Watergrass,medium,0.4
C101,SAC,39.38855883,-122.164158,7/22/2019 21:07,DT,Complete,T36,T36:2,,502210,Watergrass,high,0.5
C102,SAC,39.3891219,-122.1672866,7/23/2019 17:14,JM,NotFood,T36,T36:1,Recently mowed,NA,Other cover,NA,1
C103,SAC,39.38967245,-122.1686735,7/23/2019 17:34,JM,Complete,T36,T36:1,,502210,Watergrass,low,0.1
C103,SAC,39.38967245,-122.1686735,7/23/2019 17:34,JM,Complete,T36,T36:1,,502210,Watergrass,high,0.1
C103,SAC,39.38967245,-122.1686735,7/23/2019 17:34,JM,Complete,T36,T36:1,,502210,Watergrass,medium,0.3
C103,SAC,39.38967245,-122.1686735,7/23/2019 17:34,JM,Complete,T36,T36:1,,NA,Other cover,NA,0.5
C104,SAC,39.38965251,-122.1658868,7/23/2019 17:09,JM,Complete,T36,T36:1,Recently mowed,NA,Other cover,NA,1
C105,SAC,39.3895847,-122.1564818,7/22/2019 19:23,JM,Complete,P8,P8:1,,41605,Swamp Timothy,high,1
C106,SAC,39.38993278,-122.1672769,7/23/2019 17:00,JM,Complete,T36,T36:1,,502210,Watergrass,low,0.05
C106,SAC,39.38993278,-122.1672769,7/23/2019 17:00,JM,Complete,T36,T36:1,,502210,Watergrass,high,0.1
C106,SAC,39.38993278,-122.1672769,7/23/2019 17:00,JM,Complete,T36,T36:1,,502210,Watergrass,medium,0.15
C106,SAC,39.38993278,-122.1672769,7/23/2019 17:00,JM,Complete,T36,T36:1,,NA,Other cover,NA,0.7
C107,SAC,39.39048333,-122.1686638,7/23/2019 17:45,JM,Complete,T36,T36:1,,NA,Other cover,NA,0.1
C107,SAC,39.39048333,-122.1686638,7/23/2019 17:45,JM,Complete,T36,T36:1,,502210,Watergrass,low,0.1
C107,SAC,39.39048333,-122.1686638,7/23/2019 17:45,JM,Complete,T36,T36:1,,502210,Watergrass,medium,0.4
C107,SAC,39.39048333,-122.1686638,7/23/2019 17:45,JM,Complete,T36,T36:1,,502210,Watergrass,high,0.4
C108,SAC,39.39041072,-122.158562,7/22/2019 19:43,JM,Complete,P8,P8:1,,41605,Swamp Timothy,medium,0.5
C108,SAC,39.39041072,-122.158562,7/22/2019 19:43,JM,Complete,P8,P8:1,,41605,Swamp Timothy,high,0.5
C109,SAC,39.39123418,-122.160294,7/22/2019 19:32,DT,Complete,P8,P8:1,,41605,Swamp Timothy,high,0.2
C109,SAC,39.39123418,-122.160294,7/22/2019 19:32,DT,Complete,P8,P8:1,,41605,Swamp Timothy,medium,0.8
C110,SAC,39.3920526,-122.1613293,7/22/2019 20:17,Tb,Complete,P8,P8:1,,41605,Swamp Timothy,low,0.1
C110,SAC,39.3920526,-122.1613293,7/22/2019 20:17,Tb,Complete,P8,P8:1,,41605,Swamp Timothy,high,0.1
C110,SAC,39.3920526,-122.1613293,7/22/2019 20:17,Tb,Complete,P8,P8:1,,41605,Swamp Timothy,medium,0.8
C111,SAC,39.39203751,-122.1592392,7/22/2019 19:10,DT,Complete,P8,P8:1,,41605,Swamp Timothy,medium,0.05
C111,SAC,39.39203751,-122.1592392,7/22/2019 19:10,DT,Complete,P8,P8:1,,NA,Other cover,NA,0.1
C111,SAC,39.39203751,-122.1592392,7/22/2019 19:10,DT,Complete,P8,P8:1,,41605,Swamp Timothy,high,0.85
C112,SAC,39.39229521,-122.1574942,7/22/2019 18:59,JM,Complete,P8,P8:1,,41605,Swamp Timothy,medium,0.2
C112,SAC,39.39229521,-122.1574942,7/22/2019 18:59,JM,Complete,P8,P8:1,,41605,Swamp Timothy,high,0.8
C113,SAC,39.39338394,-122.1585263,7/23/2019 15:27,JM,Complete,P7A,P7A:4,,502210,Watergrass,low,0.1
C113,SAC,39.39338394,-122.1585263,7/23/2019 15:27,JM,Complete,P7A,P7A:4,,502210,Watergrass,medium,0.2
C113,SAC,39.39338394,-122.1585263,7/23/2019 15:27,JM,Complete,P7A,P7A:4,,NA,Other cover,NA,0.7
C114,SAC,39.39364667,-122.157478,7/23/2019 15:16,JM,Complete,P7A,P7A:4,,502210,Watergrass,low,0.1
C114,SAC,39.39364667,-122.157478,7/23/2019 15:16,JM,Complete,P7A,P7A:4,,502210,Watergrass,medium,0.1
C114,SAC,39.39364667,-122.157478,7/23/2019 15:16,JM,Complete,P7A,P7A:4,,NA,Other cover,NA,0.8
C115,SAC,39.39393963,-122.1606099,7/23/2019 16:06,JM,NotFood,P7A,P7A:4,,NA,Other cover,NA,1
C116,SAC,39.39476557,-122.1626904,7/23/2019 16:13,JM,NotFood,P7A,P7A:4,,NA,Other cover,NA,1
C117,SAC,39.39473793,-122.1588584,7/23/2019 15:39,JM,Complete,P7A,P7A:4,,502210,Watergrass,high,0.2
C117,SAC,39.39473793,-122.1588584,7/23/2019 15:39,JM,Complete,P7A,P7A:4,,502210,Watergrass,low,0.35
C117,SAC,39.39473793,-122.1588584,7/23/2019 15:39,JM,Complete,P7A,P7A:4,,502210,Watergrass,medium,0.45
C118,SAC,39.39555384,-122.1595454,7/23/2019 15:52,JM,Complete,P7A,P7A:4,,502210,Watergrass,low,0.15
C118,SAC,39.39555384,-122.1595454,7/23/2019 15:52,JM,Complete,P7A,P7A:4,,NA,Other cover,NA,0.2
C118,SAC,39.39555384,-122.1595454,7/23/2019 15:52,JM,Complete,P7A,P7A:4,,502210,Watergrass,medium,0.3
C118,SAC,39.39555384,-122.1595454,7/23/2019 15:52,JM,Complete,P7A,P7A:4,,502210,Watergrass,high,0.35
C119,SAC,39.4227028,-122.1759488,7/18/2019 18:37,Therese Burns ,Complete,T14,T14:1,,502210,Watergrass,low,0.35
C119,SAC,39.4227028,-122.1759488,7/18/2019 18:37,Therese Burns ,Complete,T14,T14:1,,NA,Other cover,NA,0.65
C120,SAC,39.42268302,-122.1731608,7/16/2019 17:05,KMO,Complete,T14,T14:2,VP4,NA,Other cover,NA,0.05
C120,SAC,39.42268302,-122.1731608,7/16/2019 17:05,KMO,Complete,T14,T14:2,VP4,502210,Watergrass,medium,0.2
C120,SAC,39.42268302,-122.1731608,7/16/2019 17:05,KMO,Complete,T14,T14:2,VP4,502210,Watergrass,low,0.25
C120,SAC,39.42268302,-122.1731608,7/16/2019 17:05,KMO,Complete,T14,T14:2,VP4,502210,Watergrass,high,0.5
C121,SAC,39.42293346,-122.1703696,7/16/2019 17:37,KMO,Complete,T14,T14:2,VP4,502210,Watergrass,medium,0.25
C121,SAC,39.42293346,-122.1703696,7/16/2019 17:37,KMO,Complete,T14,T14:2,VP4,502210,Watergrass,high,0.75
C122,SAC,39.42325572,-122.177685,7/18/2019 17:56,Therese burns,Complete,T14,T14:1,,502210,Watergrass,low,0.2
C122,SAC,39.42325572,-122.177685,7/18/2019 17:56,Therese burns,Complete,T14,T14:1,,502210,Watergrass,high,0.2
C122,SAC,39.42325572,-122.177685,7/18/2019 17:56,Therese burns,Complete,T14,T14:1,,502210,Watergrass,medium,0.6
C123,SAC,39.42350627,-122.1748938,7/16/2019 20:55,"KMO, JM",Complete,T14,T14:1,VP8,502210,Watergrass,low,0.2
C123,SAC,39.42350627,-122.1748938,7/16/2019 20:55,"KMO, JM",Complete,T14,T14:1,VP8,502210,Watergrass,medium,0.4
C123,SAC,39.42350627,-122.1748938,7/16/2019 20:55,"KMO, JM",Complete,T14,T14:1,VP8,502210,Watergrass,high,0.4
C124,SAC,39.42341158,-122.1616506,7/22/2019 17:20,tb,Complete,P1A,P1A:1,,NA,Other cover,NA,0.05
C124,SAC,39.42341158,-122.1616506,7/22/2019 17:20,tb,Complete,P1A,P1A:1,,41605,Swamp Timothy,low,0.05
C124,SAC,39.42341158,-122.1616506,7/22/2019 17:20,tb,Complete,P1A,P1A:1,,41605,Swamp Timothy,medium,0.1
C124,SAC,39.42341158,-122.1616506,7/22/2019 17:20,tb,Complete,P1A,P1A:1,,41605,Swamp Timothy,high,0.8
C125,SAC,39.42378644,-122.1762846,7/18/2019 18:13,Therese Burns ,Complete,T14,T14:1,,502210,Watergrass,medium,0.2
C125,SAC,39.42378644,-122.1762846,7/18/2019 18:13,Therese Burns ,Complete,T14,T14:1,,502210,Watergrass,high,0.3
C125,SAC,39.42378644,-122.1762846,7/18/2019 18:13,Therese Burns ,Complete,T14,T14:1,,502210,Watergrass,low,0.5
C126,SAC,39.42375427,-122.171754,7/16/2019 19:35,KMO,Complete,T14,T14:2,VP5,502210,Watergrass,high,0.1
C126,SAC,39.42375427,-122.171754,7/16/2019 19:35,KMO,Complete,T14,T14:2,VP5,502210,Watergrass,low,0.2
C126,SAC,39.42375427,-122.171754,7/16/2019 19:35,KMO,Complete,T14,T14:2,VP5,502210,Watergrass,medium,0.7
C127,SAC,39.42431467,-122.1745357,7/16/2019 20:45,"KMO, JM",Complete,T14,T14:1,C8,502210,Watergrass,low,0.1
C127,SAC,39.42431467,-122.1745357,7/16/2019 20:45,"KMO, JM",Complete,T14,T14:1,C8,502210,Watergrass,medium,0.4
C127,SAC,39.42431467,-122.1745357,7/16/2019 20:45,"KMO, JM",Complete,T14,T14:1,C8,502210,Watergrass,high,0.5
C128,SAC,39.4243023,-122.1727932,7/16/2019 20:07,KMO,Complete,T14,T14:2,,502210,Watergrass,medium,0.35
C128,SAC,39.4243023,-122.1727932,7/16/2019 20:07,KMO,Complete,T14,T14:2,,502210,Watergrass,low,0.65
C129,SAC,39.42428989,-122.1710506,7/16/2019 18:28,KMO,Complete,T14,T14:2,Kmz disked,502210,Watergrass,high,0.4
C129,SAC,39.42428989,-122.1710506,7/16/2019 18:28,KMO,Complete,T14,T14:2,Kmz disked,502210,Watergrass,medium,0.6
C130,SAC,39.42450529,-122.1633802,7/22/2019 16:53,DT,Complete,P1A,P1A:1,,41605,Swamp Timothy,low,0.05
C130,SAC,39.42450529,-122.1633802,7/22/2019 16:53,DT,Complete,P1A,P1A:1,,NA,Other cover,NA,0.15
C130,SAC,39.42450529,-122.1633802,7/22/2019 16:53,DT,Complete,P1A,P1A:1,,41605,Swamp Timothy,medium,0.25
C130,SAC,39.42450529,-122.1633802,7/22/2019 16:53,DT,Complete,P1A,P1A:1,,41605,Swamp Timothy,high,0.55
C131,SAC,39.4248602,-122.1752263,7/16/2019 21:11,"KMO, JM",Complete,T14,T14:1,"40% non strata, VP8",502210,Watergrass,low,0.1
C131,SAC,39.4248602,-122.1752263,7/16/2019 21:11,"KMO, JM",Complete,T14,T14:1,"40% non strata, VP8",NA,Other cover,NA,0.4
C131,SAC,39.4248602,-122.1752263,7/16/2019 21:11,"KMO, JM",Complete,T14,T14:1,"40% non strata, VP8",502210,Watergrass,medium,0.5
C132,SAC,39.42510821,-122.1720865,7/16/2019 20:04,KMO,NotFood,T14,T14:2,Tule,NA,Other cover,NA,1
C133,SAC,39.42672004,-122.1706733,7/22/2019 15:23,JM,Complete,T10,T10:3,,NA,Other cover,NA,0.1
C133,SAC,39.42672004,-122.1706733,7/22/2019 15:23,JM,Complete,T10,T10:3,,502210,Watergrass,medium,0.15
C133,SAC,39.42672004,-122.1706733,7/22/2019 15:23,JM,Complete,T10,T10:3,,502210,Watergrass,high,0.15
C133,SAC,39.42672004,-122.1706733,7/22/2019 15:23,JM,Complete,T10,T10:3,,502210,Watergrass,low,0.6
C134,SAC,39.42671258,-122.1696277,7/18/2019 20:08,Therese  burns,Complete,T10,T10:3,,502210,Watergrass,high,0.1
C134,SAC,39.42671258,-122.1696277,7/18/2019 20:08,Therese  burns,Complete,T10,T10:3,,502210,Watergrass,low,0.3
C134,SAC,39.42671258,-122.1696277,7/18/2019 20:08,Therese  burns,Complete,T10,T10:3,,502210,Watergrass,medium,0.6
C135,SAC,39.42780866,-122.171706,7/22/2019 15:47,JM,Complete,T10,T10:3,,NA,Other cover,NA,0.15
C135,SAC,39.42780866,-122.171706,7/22/2019 15:47,JM,Complete,T10,T10:3,,502210,Watergrass,low,0.25
C135,SAC,39.42780866,-122.171706,7/22/2019 15:47,JM,Complete,T10,T10:3,,502210,Watergrass,medium,0.3
C135,SAC,39.42780866,-122.171706,7/22/2019 15:47,JM,Complete,T10,T10:3,,502210,Watergrass,high,0.3
C136,SAC,39.4291477,-122.1699474,7/18/2019 19:45,JM,Complete,T10,T10:3,,502210,Watergrass,medium,0.1
