GlobalID_Qdt,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,recordedBy,eventDate,quadratSize,managementAction,taxonID,vernacularName,stratum,eventRemarks,plantHeight,nSeedHeads,GlobalID_seed,measurementType,measurementValue
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_1,f2t_length_mm,17
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_2,sh_length_mm,18.5
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_4,sh_length_mm,20.5
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_3,sh_length_mm,21.5
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_5,sh_length_mm,29
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_4,f2t_length_mm,35.5
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_5,f2t_length_mm,40
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_3,f2t_length_mm,41.5
21,-122.1731364,39.42266516,SAC,T14,T14:2,KMO,7/16/2019 17:07,30x30cm,None,502210,Watergrass,low,,108,8,21_2,f2t_length_mm,42
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_2,sh_length_mm,10
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_4,sh_length_mm,10
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_4,f2t_length_mm,11
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_1,sh_length_mm,12
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_3,sh_length_mm,14
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_5,sh_length_mm,14.5
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_2,f2t_length_mm,20.5
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_1,f2t_length_mm,21
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_3,f2t_length_mm,24.5
22,-122.1703565,39.42287001,SAC,T14,T14:2,KMO,7/16/2019 17:41,30x30cm,None,502210,Watergrass,medium,C121,72,36,22_5,f2t_length_mm,27
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_1,sh_length_mm,9
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_4,sh_length_mm,12
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_5,sh_length_mm,12
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_2,sh_length_mm,13
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_3,sh_length_mm,16
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_1,f2t_length_mm,23.5
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_4,f2t_length_mm,26
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_2,f2t_length_mm,31.5
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_3,f2t_length_mm,42
23,-122.1703351,39.42293933,SAC,T14,T14:2,KMO,7/16/2019 17:47,30x30cm,None,502210,Watergrass,high,C121,70,44,23_5,f2t_length_mm,45.5
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_2,sh_length_mm,13.5
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_1,sh_length_mm,14
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_4,sh_length_mm,15
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_3,sh_length_mm,17.5
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_5,sh_length_mm,17.5
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_1,f2t_length_mm,31.5
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_4,f2t_length_mm,35
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_5,f2t_length_mm,35
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_3,f2t_length_mm,43
24,-122.1705203,39.42339367,SAC,T14,T14:2,KMO,7/16/2019 17:57,30x30cm,Disked,502210,Watergrass,medium,Kmz,74,17,24_2,f2t_length_mm,46
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_1,f2t_length_mm,5
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_2,f2t_length_mm,8
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_2,sh_length_mm,8
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_1,sh_length_mm,8.5
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_5,sh_length_mm,10.5
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_3,sh_length_mm,13
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_4,sh_length_mm,14.5
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_5,f2t_length_mm,27.5
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_3,f2t_length_mm,32
25,-122.1705804,39.4236243,SAC,T14,T14:2,KMO,7/16/2019 18:04,30x30cm,Disked,502210,Watergrass,medium,Kmz,64,26,25_4,f2t_length_mm,33.5
26,-122.1711305,39.42387601,SAC,T14,T14:2,KMO,7/16/2019 18:16,30x30cm,Disked,502210,Watergrass,medium,Kmz,70.5,33,26_3,sh_length_mm,7
26,-122.1711305,39.42387601,SAC,T14,T14:2,KMO,7/16/2019 18:16,30x30cm,Disked,502210,Watergrass,medium,Kmz,70.5,33,26_4,sh_length_mm,11
26,-122.1711305,39.42387601,SAC,T14,T14:2,KMO,7/16/2019 18:16,30x30cm,Disked,502210,Watergrass,medium,Kmz,70.5,33,26_5,sh_length_mm,11
26,-122.1711305,39.42387601,SAC,T14,T14:2,KMO,7/16/2019 18:16,30x30cm,Disked,502210,Watergrass,medium,Kmz,70.5,33,26_2,sh_length_mm,11.5
26,-122.1711305,39.42387601,SAC,T14,T14:2,KMO,7/16/2019 18:16,30x30cm,Disked,502210,Watergrass,medium,Kmz,70.5,33,26_1,sh_length_mm,12.5
