GlobalID,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,recordedBy,eventDate,plotStatus,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
{FBE26EB4-2BDF-4347-A077-7FFF903475FE},35.73576695,-119.6109495,KRN,5A,5A-7,Rebeca,7/27/2021 18:43,Complete,,41605,Swamp Timothy,medium,0.05
{FBE26EB4-2BDF-4347-A077-7FFF903475FE},35.73576695,-119.6109495,KRN,5A,5A-7,Rebeca,7/27/2021 18:43,Complete,,NA,Other cover,NA,0.25
{F66A0E62-20E5-4E26-A278-B56E303E4C23},35.71859784,-119.6156556,KRN,4B,4B-4,Tb,7/27/2021 18:52,Complete,,41605,Swamp Timothy,medium,0.6
{F66A0E62-20E5-4E26-A278-B56E303E4C23},35.71859784,-119.6156556,KRN,4B,4B-4,Tb,7/27/2021 18:52,Complete,,41605,Swamp Timothy,low,0.3
{F66A0E62-20E5-4E26-A278-B56E303E4C23},35.71859784,-119.6156556,KRN,4B,4B-4,Tb,7/27/2021 18:52,Complete,,502210,Watergrass,medium,0.35
{F66A0E62-20E5-4E26-A278-B56E303E4C23},35.71859784,-119.6156556,KRN,4B,4B-4,Tb,7/27/2021 18:52,Complete,,823756,Smartweed,low,0.025
{C7CC38C1-8A3F-4A1B-B330-13D958EF9CD5},35.71894241,-119.618293,KRN,4B,4B-2,KH,7/27/2021 19:10,Complete,,41605,Swamp Timothy,medium,0.65
{C7CC38C1-8A3F-4A1B-B330-13D958EF9CD5},35.71894241,-119.618293,KRN,4B,4B-2,KH,7/27/2021 19:10,Complete,,41605,Swamp Timothy,low,0.15
{C7CC38C1-8A3F-4A1B-B330-13D958EF9CD5},35.71894241,-119.618293,KRN,4B,4B-2,KH,7/27/2021 19:10,Complete,,41605,Swamp Timothy,high,0.05
{C7CC38C1-8A3F-4A1B-B330-13D958EF9CD5},35.71894241,-119.618293,KRN,4B,4B-2,KH,7/27/2021 19:10,Complete,,NA,Other cover,NA,0.15
{52B69568-C824-41FC-A7BD-D85EA62865F9},35.7353016,-119.6136218,KRN,5A,5A-7,Diana,7/27/2021 19:12,Complete,,41605,Swamp Timothy,low,0.95
{52B69568-C824-41FC-A7BD-D85EA62865F9},35.7353016,-119.6136218,KRN,5A,5A-7,Diana,7/27/2021 19:12,Complete,,NA,Other cover,NA,0.01
{30C6E9B5-E837-4E89-81E9-F2A52879C002},35.72031113,-119.6188981,KRN,4B,4B-2,KH,7/27/2021 19:33,Complete,Unit was mowed so alkali bulrush litter covering the ground making it hard to see,41605,Swamp Timothy,low,0.05
{30C6E9B5-E837-4E89-81E9-F2A52879C002},35.72031113,-119.6188981,KRN,4B,4B-2,KH,7/27/2021 19:33,Complete,Unit was mowed so alkali bulrush litter covering the ground making it hard to see,502210,Watergrass,medium,0.3
{30C6E9B5-E837-4E89-81E9-F2A52879C002},35.72031113,-119.6188981,KRN,4B,4B-2,KH,7/27/2021 19:33,Complete,Unit was mowed so alkali bulrush litter covering the ground making it hard to see,NA,Other cover,NA,0.65
{4AD8536E-F9B6-4AD1-A172-F8823D3392DF},35.7374244,-119.6122055,KRN,5A,5A-5,Erika,7/27/2021 19:33,Complete,,41605,Swamp Timothy,medium,0.6
{4AD8536E-F9B6-4AD1-A172-F8823D3392DF},35.7374244,-119.6122055,KRN,5A,5A-5,Erika,7/27/2021 19:33,Complete,,NA,Other cover,NA,0.4
{30D32445-513D-40CF-9490-D1838EC216C9},35.72189398,-119.6175051,KRN,4B,4B-2,RC,7/27/2021 20:02,Complete,,41605,Swamp Timothy,medium,0.05
{30D32445-513D-40CF-9490-D1838EC216C9},35.72189398,-119.6175051,KRN,4B,4B-2,RC,7/27/2021 20:02,Complete,,502210,Watergrass,high,0.35
{30D32445-513D-40CF-9490-D1838EC216C9},35.72189398,-119.6175051,KRN,4B,4B-2,RC,7/27/2021 20:02,Complete,,502210,Watergrass,medium,0.2
{30D32445-513D-40CF-9490-D1838EC216C9},35.72189398,-119.6175051,KRN,4B,4B-2,RC,7/27/2021 20:02,Complete,,NA,Other cover,NA,0.4
{473517B1-B202-4690-BE38-372DC156C788},35.74046924,-119.6147291,KRN,5A,5A-5,Rebeca,7/27/2021 20:21,Complete,,41605,Swamp Timothy,low,0.05
{473517B1-B202-4690-BE38-372DC156C788},35.74046924,-119.6147291,KRN,5A,5A-5,Rebeca,7/27/2021 20:21,Complete,,41605,Swamp Timothy,medium,0.5
{473517B1-B202-4690-BE38-372DC156C788},35.74046924,-119.6147291,KRN,5A,5A-5,Rebeca,7/27/2021 20:21,Complete,,41605,Swamp Timothy,high,0.1
{473517B1-B202-4690-BE38-372DC156C788},35.74046924,-119.6147291,KRN,5A,5A-5,Rebeca,7/27/2021 20:21,Complete,,NA,Other cover,NA,0.35
{B9EECE22-E6C6-4068-8124-F0BA10BC61C5},35.73964986,-119.6144323,KRN,5A,5A-5,Diana,7/27/2021 20:34,Complete,,41605,Swamp Timothy,medium,0.15
{B9EECE22-E6C6-4068-8124-F0BA10BC61C5},35.73964986,-119.6144323,KRN,5A,5A-5,Diana,7/27/2021 20:34,Complete,,41605,Swamp Timothy,high,0.7
{B9EECE22-E6C6-4068-8124-F0BA10BC61C5},35.73964986,-119.6144323,KRN,5A,5A-5,Diana,7/27/2021 20:34,Complete,,NA,Other cover,NA,0.15
{97EA7320-B4BD-4E19-B29D-030A03B1B1DD},35.72478027,-119.6143992,KRN,4A,4A-7,KH,7/27/2021 21:02,Complete,,41605,Swamp Timothy,high,0.9
{97EA7320-B4BD-4E19-B29D-030A03B1B1DD},35.72478027,-119.6143992,KRN,4A,4A-7,KH,7/27/2021 21:02,Complete,,41605,Swamp Timothy,medium,0.05
{97EA7320-B4BD-4E19-B29D-030A03B1B1DD},35.72478027,-119.6143992,KRN,4A,4A-7,KH,7/27/2021 21:02,Complete,,NA,Other cover,NA,0.05
{12100DD8-A62B-4991-81B3-C4B28F850A33},35.72599034,-119.609375,KRN,4A,4A-7,KH,7/27/2021 21:17,Complete,,41605,Swamp Timothy,low,0.01
{12100DD8-A62B-4991-81B3-C4B28F850A33},35.72599034,-119.609375,KRN,4A,4A-7,KH,7/27/2021 21:17,Complete,,41605,Swamp Timothy,medium,0.2
{12100DD8-A62B-4991-81B3-C4B28F850A33},35.72599034,-119.609375,KRN,4A,4A-7,KH,7/27/2021 21:17,Complete,,41605,Swamp Timothy,high,0.75
{12100DD8-A62B-4991-81B3-C4B28F850A33},35.72599034,-119.609375,KRN,4A,4A-7,KH,7/27/2021 21:17,Complete,,NA,Other cover,NA,0.05
{E0C29014-3633-436C-90F5-B43AB7E902DF},35.72713577,-119.6116471,KRN,4A,4A-7,KH,7/27/2021 21:40,Complete,,41605,Swamp Timothy,medium,0.05
{E0C29014-3633-436C-90F5-B43AB7E902DF},35.72713577,-119.6116471,KRN,4A,4A-7,KH,7/27/2021 21:40,Complete,,41605,Swamp Timothy,high,0.8
{E0C29014-3633-436C-90F5-B43AB7E902DF},35.72713577,-119.6116471,KRN,4A,4A-7,KH,7/27/2021 21:40,Complete,,502210,Watergrass,low,0.01
{E0C29014-3633-436C-90F5-B43AB7E902DF},35.72713577,-119.6116471,KRN,4A,4A-7,KH,7/27/2021 21:40,Complete,,NA,Other cover,NA,0.15
{F160CD40-3720-42C0-AF7E-F910306CD8D9},35.72483622,-119.616386,KRN,4A,4A-5,Tb,7/27/2021 21:58,Complete,,41605,Swamp Timothy,high,0.95
{F160CD40-3720-42C0-AF7E-F910306CD8D9},35.72483622,-119.616386,KRN,4A,4A-5,Tb,7/27/2021 21:58,Complete,,41605,Swamp Timothy,medium,0.05
{68BAFB58-E6DE-4E59-9395-219D83651F3E},35.72462211,-119.6183842,KRN,4A,4A-5,KH,7/27/2021 22:10,Complete,,41605,Swamp Timothy,low,0.1
{68BAFB58-E6DE-4E59-9395-219D83651F3E},35.72462211,-119.6183842,KRN,4A,4A-5,KH,7/27/2021 22:10,Complete,,41605,Swamp Timothy,high,0.55
{68BAFB58-E6DE-4E59-9395-219D83651F3E},35.72462211,-119.6183842,KRN,4A,4A-5,KH,7/27/2021 22:10,Complete,,41605,Swamp Timothy,medium,0.05
{68BAFB58-E6DE-4E59-9395-219D83651F3E},35.72462211,-119.6183842,KRN,4A,4A-5,KH,7/27/2021 22:10,Complete,,NA,Other cover,NA,0.3
{DDF0EE57-003F-4116-83D1-80B8E4819506},35.73672631,-119.6162141,KRN,5A,5A-3,Erika,7/27/2021 22:11,Complete,,41605,Swamp Timothy,medium,0.55
{DDF0EE57-003F-4116-83D1-80B8E4819506},35.73672631,-119.6162141,KRN,5A,5A-3,Erika,7/27/2021 22:11,Complete,,NA,Other cover,NA,0.45
{71D29293-4357-4AB7-9AD2-5CEAA337802D},35.7233279,-119.6204281,KRN,4A,4A-5,KH,7/27/2021 22:31,Complete,,41605,Swamp Timothy,low,0.1
{71D29293-4357-4AB7-9AD2-5CEAA337802D},35.7233279,-119.6204281,KRN,4A,4A-5,KH,7/27/2021 22:31,Complete,,41605,Swamp Timothy,medium,0.05
{71D29293-4357-4AB7-9AD2-5CEAA337802D},35.7233279,-119.6204281,KRN,4A,4A-5,KH,7/27/2021 22:31,Complete,,41605,Swamp Timothy,high,0.8
{71D29293-4357-4AB7-9AD2-5CEAA337802D},35.7233279,-119.6204281,KRN,4A,4A-5,KH,7/27/2021 22:31,Complete,,NA,Other cover,NA,0.05
{011BE181-1EDA-4337-A0E6-6BC62E7E1FB4},35.7370709,-119.6188521,KRN,5A,5A-3,Rebeca,7/27/2021 22:47,Complete,,41605,Swamp Timothy,low,0.7
{011BE181-1EDA-4337-A0E6-6BC62E7E1FB4},35.7370709,-119.6188521,KRN,5A,5A-3,Rebeca,7/27/2021 22:47,Complete,,NA,Other cover,NA,0.3
{37083D91-B3AD-47DB-9DC7-897554AAA896},35.73837439,-119.617139,KRN,5A,5A-3,Rne,7/27/2021 23:00,Complete,,41605,Swamp Timothy,medium,0.1
{37083D91-B3AD-47DB-9DC7-897554AAA896},35.73837439,-119.617139,KRN,5A,5A-3,Rne,7/27/2021 23:00,Complete,,41605,Swamp Timothy,low,0.45
{37083D91-B3AD-47DB-9DC7-897554AAA896},35.73837439,-119.617139,KRN,5A,5A-3,Rne,7/27/2021 23:00,Complete,,NA,Other cover,NA,0.45
{AE931C0A-2F02-4446-861F-6F5331FCA1E3},35.73318811,-119.6153692,KRN,5A,5A-6,Rebeca,7/28/2021 13:54,Complete,,41605,Swamp Timothy,low,0.05
{AE931C0A-2F02-4446-861F-6F5331FCA1E3},35.73318811,-119.6153692,KRN,5A,5A-6,Rebeca,7/28/2021 13:54,Complete,,41605,Swamp Timothy,medium,0.2
{AE931C0A-2F02-4446-861F-6F5331FCA1E3},35.73318811,-119.6153692,KRN,5A,5A-6,Rebeca,7/28/2021 13:54,Complete,,41605,Swamp Timothy,high,0.7
{AE931C0A-2F02-4446-861F-6F5331FCA1E3},35.73318811,-119.6153692,KRN,5A,5A-6,Rebeca,7/28/2021 13:54,Complete,,NA,Other cover,NA,0.05
{AB0D2A5F-E3C9-4E18-9B65-F7477D3934D5},35.72495732,-119.6206907,KRN,4A,4A-2,KH,7/28/2021 14:01,Complete,,41605,Swamp Timothy,high,0.2
{AB0D2A5F-E3C9-4E18-9B65-F7477D3934D5},35.72495732,-119.6206907,KRN,4A,4A-2,KH,7/28/2021 14:01,Complete,,41605,Swamp Timothy,medium,0.8
{AB0D2A5F-E3C9-4E18-9B65-F7477D3934D5},35.72495732,-119.6206907,KRN,4A,4A-2,KH,7/28/2021 14:01,Complete,,NA,Other cover,NA,0.01
{ECB5E798-5CCF-4E53-B254-2BAA2C1175B5},35.73294607,-119.6163742,KRN,5A,5A-6,Rebeca,7/28/2021 14:05,Complete,,41605,Swamp Timothy,low,0.05
{ECB5E798-5CCF-4E53-B254-2BAA2C1175B5},35.73294607,-119.6163742,KRN,5A,5A-6,Rebeca,7/28/2021 14:05,Complete,,41605,Swamp Timothy,medium,0.5
{ECB5E798-5CCF-4E53-B254-2BAA2C1175B5},35.73294607,-119.6163742,KRN,5A,5A-6,Rebeca,7/28/2021 14:05,Complete,,41605,Swamp Timothy,high,0.4
{ECB5E798-5CCF-4E53-B254-2BAA2C1175B5},35.73294607,-119.6163742,KRN,5A,5A-6,Rebeca,7/28/2021 14:05,Complete,,NA,Other cover,NA,0.05
{CD489987-4D80-40E2-BE85-E9F8C2630820},35.72630742,-119.6206337,KRN,4A,4A-2,KH ,7/28/2021 14:10,Complete,,41605,Swamp Timothy,low,0.15
{CD489987-4D80-40E2-BE85-E9F8C2630820},35.72630742,-119.6206337,KRN,4A,4A-2,KH ,7/28/2021 14:10,Complete,,41605,Swamp Timothy,medium,0.2
{CD489987-4D80-40E2-BE85-E9F8C2630820},35.72630742,-119.6206337,KRN,4A,4A-2,KH ,7/28/2021 14:10,Complete,,41605,Swamp Timothy,high,0.6
{CD489987-4D80-40E2-BE85-E9F8C2630820},35.72630742,-119.6206337,KRN,4A,4A-2,KH ,7/28/2021 14:10,Complete,,NA,Other cover,NA,0.05
{009C2608-12D1-443B-BE17-1685E78ACE8C},35.7337468,-119.6160087,KRN,5A,5A-6,Rebeca,7/28/2021 14:15,Complete,,41605,Swamp Timothy,low,0.025
{009C2608-12D1-443B-BE17-1685E78ACE8C},35.7337468,-119.6160087,KRN,5A,5A-6,Rebeca,7/28/2021 14:15,Complete,,41605,Swamp Timothy,medium,0.1
{009C2608-12D1-443B-BE17-1685E78ACE8C},35.7337468,-119.6160087,KRN,5A,5A-6,Rebeca,7/28/2021 14:15,Complete,,41605,Swamp Timothy,high,0.85
{009C2608-12D1-443B-BE17-1685E78ACE8C},35.7337468,-119.6160087,KRN,5A,5A-6,Rebeca,7/28/2021 14:15,Complete,,NA,Other cover,NA,0.025
{D87F6063-D0F7-4E1E-A85B-F2D499B3E149},35.72688469,-119.6219354,KRN,4A,4A-2,KH,7/28/2021 14:24,Complete,,41605,Swamp Timothy,low,0.3
{D87F6063-D0F7-4E1E-A85B-F2D499B3E149},35.72688469,-119.6219354,KRN,4A,4A-2,KH,7/28/2021 14:24,Complete,,41605,Swamp Timothy,medium,0.5
{D87F6063-D0F7-4E1E-A85B-F2D499B3E149},35.72688469,-119.6219354,KRN,4A,4A-2,KH,7/28/2021 14:24,Complete,,NA,Other cover,NA,0.1
{B3943F1E-4CDA-4122-BBCB-BBBA462392AA},35.72747125,-119.6235683,KRN,4A,4A-1,KH ,7/28/2021 14:34,Complete,,41605,Swamp Timothy,low,0.1
{B3943F1E-4CDA-4122-BBCB-BBBA462392AA},35.72747125,-119.6235683,KRN,4A,4A-1,KH ,7/28/2021 14:34,Complete,,41605,Swamp Timothy,medium,0.7
{B3943F1E-4CDA-4122-BBCB-BBBA462392AA},35.72747125,-119.6235683,KRN,4A,4A-1,KH ,7/28/2021 14:34,Complete,,NA,Other cover,NA,0.2
{64F9128E-8B5C-4B49-8842-58DF2810B4D0},35.73605602,-119.6212161,KRN,5A,5A-1,Rne ,7/28/2021 14:41,Complete,,41605,Swamp Timothy,low,0.45
{64F9128E-8B5C-4B49-8842-58DF2810B4D0},35.73605602,-119.6212161,KRN,5A,5A-1,Rne ,7/28/2021 14:41,Complete,,NA,Other cover,NA,0.55
{C5772A80-6858-45BD-9465-D8D6E090E965},35.73039494,-119.621787,KRN,4A,4A-1,KH ,7/28/2021 14:45,Complete,,41605,Swamp Timothy,low,0.4
{C5772A80-6858-45BD-9465-D8D6E090E965},35.73039494,-119.621787,KRN,4A,4A-1,KH ,7/28/2021 14:45,Complete,,41605,Swamp Timothy,medium,0.6
{C5772A80-6858-45BD-9465-D8D6E090E965},35.73039494,-119.621787,KRN,4A,4A-1,KH ,7/28/2021 14:45,Complete,,NA,Other cover,NA,0.025
{E2B77EA9-CE61-4E22-80B0-842EC6226C5A},35.73200574,-119.6213873,KRN,4A,4A-1,KH ,7/28/2021 14:57,Complete,,41605,Swamp Timothy,medium,0.15
{E2B77EA9-CE61-4E22-80B0-842EC6226C5A},35.73200574,-119.6213873,KRN,4A,4A-1,KH ,7/28/2021 14:57,Complete,,41605,Swamp Timothy,high,0.8
{E2B77EA9-CE61-4E22-80B0-842EC6226C5A},35.73200574,-119.6213873,KRN,4A,4A-1,KH ,7/28/2021 14:57,Complete,,NA,Other cover,NA,0.05
{14627BC1-332F-49F0-B632-B5B1D772779A},35.73876552,-119.621433,KRN,5A,5A-1,Rebeca,7/28/2021 15:04,Complete,,41605,Swamp Timothy,low,0.5
{14627BC1-332F-49F0-B632-B5B1D772779A},35.73876552,-119.621433,KRN,5A,5A-1,Rebeca,7/28/2021 15:04,Complete,,41605,Swamp Timothy,medium,0.2
{14627BC1-332F-49F0-B632-B5B1D772779A},35.73876552,-119.621433,KRN,5A,5A-1,Rebeca,7/28/2021 15:04,Complete,,NA,Other cover,NA,0.3
{7828692C-94F9-48DC-822C-20C88204A527},35.72921242,-119.61819,KRN,4A,4A-4,KH,7/28/2021 15:13,Complete,,41605,Swamp Timothy,medium,0.15
{7828692C-94F9-48DC-822C-20C88204A527},35.72921242,-119.61819,KRN,4A,4A-4,KH,7/28/2021 15:13,Complete,,41605,Swamp Timothy,low,0.05
{7828692C-94F9-48DC-822C-20C88204A527},35.72921242,-119.61819,KRN,4A,4A-4,KH,7/28/2021 15:13,Complete,,41605,Swamp Timothy,high,0.75
{7828692C-94F9-48DC-822C-20C88204A527},35.72921242,-119.61819,KRN,4A,4A-4,KH,7/28/2021 15:13,Complete,,NA,Other cover,NA,0.05
{DC67235A-5107-441D-82DB-839845511AEB},35.72785301,-119.617916,KRN,4A,4A-4,KH ,7/28/2021 15:24,Complete,,41605,Swamp Timothy,low,0.2
{DC67235A-5107-441D-82DB-839845511AEB},35.72785301,-119.617916,KRN,4A,4A-4,KH ,7/28/2021 15:24,Complete,,NA,Other cover,NA,0.8
{1DCBF646-1E0B-4022-A7A0-E601DC9399D6},35.72726637,-119.6162831,KRN,4A,4A-4,KH ,7/28/2021 15:33,Complete,,41605,Swamp Timothy,high,0.8
{1DCBF646-1E0B-4022-A7A0-E601DC9399D6},35.72726637,-119.6162831,KRN,4A,4A-4,KH ,7/28/2021 15:33,Complete,,NA,Other cover,NA,0.2
{E2757083-617B-4656-8E7A-448C5332E0C0},35.73978971,-119.6194002,KRN,5A,5A-1,Rebeca,7/28/2021 15:41,Complete,,41605,Swamp Timothy,low,0.25
{E2757083-617B-4656-8E7A-448C5332E0C0},35.73978971,-119.6194002,KRN,5A,5A-1,Rebeca,7/28/2021 15:41,Complete,,41605,Swamp Timothy,medium,0.05
{E2757083-617B-4656-8E7A-448C5332E0C0},35.73978971,-119.6194002,KRN,5A,5A-1,Rebeca,7/28/2021 15:41,Complete,,NA,Other cover,NA,0.7
{35D08ADB-B77F-4B22-A908-1D0717F39F80},35.7293519,-119.6135424,KRN,4A,4A-6,KH,7/28/2021 15:45,NoFoodVisible,Mowed alkali bulrush and cocklebur ,NA,Other cover,NA,1
{1CDAD6CB-6869-4C49-B194-890E823EC981},35.72874653,-119.6112473,KRN,4A,4A-6,KH ,7/28/2021 16:01,NoFoodVisible,In a patch of hard stem bulrush ,NA,Other cover,NA,1
{5FC5D8B5-1845-4EE9-8C0A-8CC7CEB152EA},35.74090704,-119.6206793,KRN,5B,5B-2,AB,7/28/2021 16:02,NoFoodVisible,,NA,Other cover,NA,1
{9E83C4C2-FA4E-4784-90CD-A50367163AD2},35.72976122,-119.6088834,KRN,4A,4A-6,KH,7/28/2021 16:06,Complete,,41605,Swamp Timothy,medium,0.05
{9E83C4C2-FA4E-4784-90CD-A50367163AD2},35.72976122,-119.6088834,KRN,4A,4A-6,KH,7/28/2021 16:06,Complete,,41605,Swamp Timothy,low,0.75
{9E83C4C2-FA4E-4784-90CD-A50367163AD2},35.72976122,-119.6088834,KRN,4A,4A-6,KH,7/28/2021 16:06,Complete,,NA,Other cover,NA,0.2
{66CD5A3F-BF06-45A1-A23C-F313DE39FB20},35.74201506,-119.6216272,KRN,5B,5B-2,Rne ,7/28/2021 16:15,Complete,,41605,Swamp Timothy,low,0.15
{66CD5A3F-BF06-45A1-A23C-F313DE39FB20},35.74201506,-119.6216272,KRN,5B,5B-2,Rne ,7/28/2021 16:15,Complete,,41605,Swamp Timothy,medium,0.1
{66CD5A3F-BF06-45A1-A23C-F313DE39FB20},35.74201506,-119.6216272,KRN,5B,5B-2,Rne ,7/28/2021 16:15,Complete,,NA,Other cover,NA,0.75
{86572C49-A819-4B7E-AF95-7F75F74549F1},35.74252715,-119.6206107,KRN,5B,5B-2,Rebeca,7/28/2021 16:34,NoFoodVisible,,NA,Other cover,NA,1
{469D76B2-9354-4110-8994-BC37EA62D662},35.74331858,-119.619914,KRN,5B,5B-2,Rebeca,7/28/2021 16:36,NoFoodVisible,,NA,Other cover,NA,1
{94A07B14-AB42-49B0-AE6C-0B85317BF77B},35.74223852,-119.6199597,KRN,5B,5B-2,Rebeca,7/28/2021 16:44,Complete,,41605,Swamp Timothy,low,0.15
{94A07B14-AB42-49B0-AE6C-0B85317BF77B},35.74223852,-119.6199597,KRN,5B,5B-2,Rebeca,7/28/2021 16:44,Complete,,41605,Swamp Timothy,high,0.05
{94A07B14-AB42-49B0-AE6C-0B85317BF77B},35.74223852,-119.6199597,KRN,5B,5B-2,Rebeca,7/28/2021 16:44,Complete,,NA,Other cover,NA,0.75
{96705F28-DF21-4500-9AE7-521F72FB817E},35.73169804,-119.610459,KRN,4A,4A-6,KH,7/28/2021 16:48,Complete,Mowed so hard to tell how much watergrass is actually here ,41605,Swamp Timothy,medium,0.05
{96705F28-DF21-4500-9AE7-521F72FB817E},35.73169804,-119.610459,KRN,4A,4A-6,KH,7/28/2021 16:48,Complete,Mowed so hard to tell how much watergrass is actually here ,41605,Swamp Timothy,low,0.4
{96705F28-DF21-4500-9AE7-521F72FB817E},35.73169804,-119.610459,KRN,4A,4A-6,KH,7/28/2021 16:48,Complete,Mowed so hard to tell how much watergrass is actually here ,502210,Watergrass,high,0.6
{96705F28-DF21-4500-9AE7-521F72FB817E},35.73169804,-119.610459,KRN,4A,4A-6,KH,7/28/2021 16:48,Complete,Mowed so hard to tell how much watergrass is actually here ,NA,Other cover,NA,0.2
{2976EC13-4BA5-4D20-9FED-16AB104A5E9C},35.74144709,-119.6206564,KRN,5B,5B-2,Rebeca,7/28/2021 16:57,Complete,,41605,Swamp Timothy,low,0.25
{2976EC13-4BA5-4D20-9FED-16AB104A5E9C},35.74144709,-119.6206564,KRN,5B,5B-2,Rebeca,7/28/2021 16:57,Complete,,NA,Other cover,NA,0.75
{D64FE51F-3853-40D6-BCB3-F4A6A802A876},35.73181937,-119.6147641,KRN,4A,4A-3,KH,7/28/2021 17:05,Complete,,41605,Swamp Timothy,high,0.05
