GlobalID,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,recordedBy,eventDate,quadratSize,managementAction,taxonID,vernacularName,stratum,plantHeight,nSeedHeads,eventRemarks,GlobalID_seed,measurementType,measurementValue,GlobalID_CP,GlobalID_VP,distanceCP_m,distanceVP_m
{9D04C614-27C8-4A98-BC5A-CDEB8073A93D},35.72149726,-119.6120889,KRN,4B,4B-3,kathryn_heffernan@fws.gov_fws,7/27/2021 16:12,5x5cm,none,41605,Swamp Timothy,high,8,84,,{310239FD-CB3D-440F-866C-5C3DB95FCAF9},sh_length_mm,15,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},14.61181927,0
{9D04C614-27C8-4A98-BC5A-CDEB8073A93D},35.72149726,-119.6120889,KRN,4B,4B-3,kathryn_heffernan@fws.gov_fws,7/27/2021 16:12,5x5cm,none,41605,Swamp Timothy,high,8,84,,{398056DD-53BA-40AF-8DCD-BDE51B36BBBD},sh_length_mm,15,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},14.61181927,0
{9D04C614-27C8-4A98-BC5A-CDEB8073A93D},35.72149726,-119.6120889,KRN,4B,4B-3,kathryn_heffernan@fws.gov_fws,7/27/2021 16:12,5x5cm,none,41605,Swamp Timothy,high,8,84,,{5022A654-3AFF-4E12-86C7-F7E7FF021B7D},sh_length_mm,16,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},14.61181927,0
{9D04C614-27C8-4A98-BC5A-CDEB8073A93D},35.72149726,-119.6120889,KRN,4B,4B-3,kathryn_heffernan@fws.gov_fws,7/27/2021 16:12,5x5cm,none,41605,Swamp Timothy,high,8,84,,{C1509628-3554-441B-BA24-66CDC2A838EA},sh_length_mm,11,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},14.61181927,0
{9D04C614-27C8-4A98-BC5A-CDEB8073A93D},35.72149726,-119.6120889,KRN,4B,4B-3,kathryn_heffernan@fws.gov_fws,7/27/2021 16:12,5x5cm,none,41605,Swamp Timothy,high,8,84,,{E961E5C7-FFEE-4072-9300-41C9814BA0A0},sh_length_mm,22,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},14.61181927,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{14A546AB-65EA-43FD-AF9B-9AC060951B9E},sh_length_mm,98,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{1A53B219-C17D-4522-9214-A9FB483A37CB},sh_length_mm,91,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{61E06E7B-539E-4FE9-9BA1-CC935711FD2F},sh_length_mm,77,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{A225A7C2-CBFD-4C00-8D2C-B52C7348DCFD},f2t_length_mm,152,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{A225A7C2-CBFD-4C00-8D2C-B52C7348DCFD},f2t_length_mm,103,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{C9EC94B1-FE2A-45C2-8CFE-B0E84883E497},f2t_length_mm,29,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{C9EC94B1-FE2A-45C2-8CFE-B0E84883E497},f2t_length_mm,188,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{E19BF04B-65D0-4296-A226-7AB268E14484},sh_length_mm,64,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{E19BF04B-65D0-4296-A226-7AB268E14484},sh_length_mm,76,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{B09ECF32-BFBD-44E5-B077-509F8A24FD82},35.72156638,-119.612093,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:17,30x30cm,none,502210,Watergrass,medium,58,20,,{F14EC35B-132C-4223-BF60-AD8FAF07B97B},f2t_length_mm,194,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},17.25595093,0
{F9CB0DD2-BFDA-43AC-B786-20989C9787C0},35.72151757,-119.6121191,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:17,5x5cm,none,41605,Swamp Timothy,high,19,43,,{2B1234C4-C81B-4300-90AB-1A9C122038B8},sh_length_mm,13,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},12.0233202,0
{F9CB0DD2-BFDA-43AC-B786-20989C9787C0},35.72151757,-119.6121191,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:17,5x5cm,none,41605,Swamp Timothy,high,19,43,,{611173BD-C1AC-4255-B304-FF0B06248224},sh_length_mm,19,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},12.0233202,0
{F9CB0DD2-BFDA-43AC-B786-20989C9787C0},35.72151757,-119.6121191,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:17,5x5cm,none,41605,Swamp Timothy,high,19,43,,{6BCB94D2-42AA-415E-8503-717D8D2582B9},sh_length_mm,14,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},12.0233202,0
{F9CB0DD2-BFDA-43AC-B786-20989C9787C0},35.72151757,-119.6121191,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:17,5x5cm,none,41605,Swamp Timothy,high,19,43,,{9BE122A6-B207-4C90-871A-C42C3732B990},sh_length_mm,17,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},12.0233202,0
{F9CB0DD2-BFDA-43AC-B786-20989C9787C0},35.72151757,-119.6121191,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:17,5x5cm,none,41605,Swamp Timothy,high,19,43,,{A89EC896-C895-4546-B24C-E388DFB8B179},sh_length_mm,16,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},12.0233202,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{6010C095-C41B-48CE-A26B-236B490970DB},f2t_length_mm,60,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{6010C095-C41B-48CE-A26B-236B490970DB},f2t_length_mm,9,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{6C7D5D89-9E40-4959-92E5-56A7A7BBE38D},sh_length_mm,55,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{6C7D5D89-9E40-4959-92E5-56A7A7BBE38D},sh_length_mm,9,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{A119ABA2-7FDE-4190-9E06-01BDCFA1E90C},sh_length_mm,38,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{A119ABA2-7FDE-4190-9E06-01BDCFA1E90C},sh_length_mm,28,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{B6862E73-6B19-4C78-AA1A-3CCCE30970D5},sh_length_mm,58,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{BF941FE4-CF8E-4724-AB26-CB8AF1F48086},f2t_length_mm,40,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{BF941FE4-CF8E-4724-AB26-CB8AF1F48086},f2t_length_mm,42,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},35.72150638,-119.6121192,KRN,4B,4B-3,diana_k_guzman_colon@fws.gov_fws,7/27/2021 16:27,30x30cm,none,823756,Smartweed,medium,65,10,,{C2FD5449-A416-4E52-8076-71AA9AA5EE30},f2t_length_mm,61,{F2092BEF-C719-4B52-88FB-31CCA2DB3BAA},{18E2334F-9847-4FBB-9008-F602A82A0E0B},11.58105278,0
{21C8FA0F-3128-43E6-9EE4-BF3F56693343},35.72209418,-119.6129316,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:57,15x15cm,none,41605,Swamp Timothy,low,7,19,,{2C0408A0-8ECF-415D-8EC1-4752432580E4},sh_length_mm,7,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},10.59003544,1.685889482
{21C8FA0F-3128-43E6-9EE4-BF3F56693343},35.72209418,-119.6129316,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:57,15x15cm,none,41605,Swamp Timothy,low,7,19,,{2E8EB987-AB69-4C9A-9847-7316CA38EDD9},sh_length_mm,6,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},10.59003544,1.685889482
{21C8FA0F-3128-43E6-9EE4-BF3F56693343},35.72209418,-119.6129316,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:57,15x15cm,none,41605,Swamp Timothy,low,7,19,,{454132C6-9BD5-44C5-9559-AF9248E603AE},sh_length_mm,10,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},10.59003544,1.685889482
{21C8FA0F-3128-43E6-9EE4-BF3F56693343},35.72209418,-119.6129316,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:57,15x15cm,none,41605,Swamp Timothy,low,7,19,,{65A0A37E-97A9-42A2-A22D-B42F4B4D9AC5},sh_length_mm,8,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},10.59003544,1.685889482
{21C8FA0F-3128-43E6-9EE4-BF3F56693343},35.72209418,-119.6129316,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 16:57,15x15cm,none,41605,Swamp Timothy,low,7,19,,{A18DC0C8-D2C4-4323-9E32-75D301B39C8D},sh_length_mm,10,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},10.59003544,1.685889482
{8D755074-04DE-486A-B08B-9BC4B3672699},35.7220091,-119.6128438,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 17:06,5x5cm,none,41605,Swamp Timothy,low,10,51,,{2801CA1A-9037-4A9C-AEF6-2D782F084F6F},sh_length_mm,10,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},3.128739357,0
{8D755074-04DE-486A-B08B-9BC4B3672699},35.7220091,-119.6128438,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 17:06,5x5cm,none,41605,Swamp Timothy,low,10,51,,{5CAE65F5-156D-41E1-8034-61219E5D540E},sh_length_mm,9,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},3.128739357,0
{8D755074-04DE-486A-B08B-9BC4B3672699},35.7220091,-119.6128438,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 17:06,5x5cm,none,41605,Swamp Timothy,low,10,51,,{72B86340-DC41-4CA5-A613-1C535C186135},sh_length_mm,7,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},3.128739357,0
{8D755074-04DE-486A-B08B-9BC4B3672699},35.7220091,-119.6128438,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 17:06,5x5cm,none,41605,Swamp Timothy,low,10,51,,{A3B6D58A-82FD-48FF-8BE4-29A079FAB97F},sh_length_mm,14,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},3.128739357,0
{8D755074-04DE-486A-B08B-9BC4B3672699},35.7220091,-119.6128438,KRN,4B,4B-3,therese_burns@fws.gov_fws,7/27/2021 17:06,5x5cm,none,41605,Swamp Timothy,low,10,51,,{B4E540AD-0F54-4CD6-BBA0-06EA54053DAF},sh_length_mm,11,{E30ED06D-ED24-49B9-8B22-42CA8C115164},{18E2334F-9847-4FBB-9008-F602A82A0E0B},3.128739357,0
{579BEA7B-376D-4A60-BA68-94D85C9DDE51},35.72016085,-119.6136558,KRN,4B,4B-4,kathryn_heffernan@fws.gov_fws,7/27/2021 17:57,15x15cm,none,41605,Swamp Timothy,low,25,15,,{4EAFD191-6536-437D-B48C-5417EEE879B0},sh_length_mm,11,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},6.157607555,12.64571285
{579BEA7B-376D-4A60-BA68-94D85C9DDE51},35.72016085,-119.6136558,KRN,4B,4B-4,kathryn_heffernan@fws.gov_fws,7/27/2021 17:57,15x15cm,none,41605,Swamp Timothy,low,25,15,,{4EAFD191-6536-437D-B48C-5417EEE879B0},sh_length_mm,21,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},6.157607555,12.64571285
{579BEA7B-376D-4A60-BA68-94D85C9DDE51},35.72016085,-119.6136558,KRN,4B,4B-4,kathryn_heffernan@fws.gov_fws,7/27/2021 17:57,15x15cm,none,41605,Swamp Timothy,low,25,15,,{82BA4EA3-AB78-4D0E-A6ED-09E22599131D},sh_length_mm,26,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},6.157607555,12.64571285
{579BEA7B-376D-4A60-BA68-94D85C9DDE51},35.72016085,-119.6136558,KRN,4B,4B-4,kathryn_heffernan@fws.gov_fws,7/27/2021 17:57,15x15cm,none,41605,Swamp Timothy,low,25,15,,{FCE7D44A-DDBC-4156-B8B1-D8F4320E06E8},sh_length_mm,15,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},6.157607555,12.64571285
{579BEA7B-376D-4A60-BA68-94D85C9DDE51},35.72016085,-119.6136558,KRN,4B,4B-4,kathryn_heffernan@fws.gov_fws,7/27/2021 17:57,15x15cm,none,41605,Swamp Timothy,low,25,15,,{FCE7D44A-DDBC-4156-B8B1-D8F4320E06E8},sh_length_mm,20,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},6.157607555,12.64571285
{B3160A06-D2D2-49EC-AE31-BED4A7E43C1F},35.72009675,-119.6136895,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 17:57,15x15cm,none,41605,Swamp Timothy,high,15,111,,{7196B57A-8F72-4B6A-A15F-AD3E12032105},sh_length_mm,14,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},12.27050686,16.16635895
{71A12951-364A-4ED5-B49D-08884F8768F7},35.72008636,-119.6136469,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 18:05,30x30cm,none,502210,Watergrass,low,37,5,,{0851A2DC-B717-4CD3-81B1-3A9DBA33686D},f2t_length_mm,168,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},9.862851143,19.96529961
{71A12951-364A-4ED5-B49D-08884F8768F7},35.72008636,-119.6136469,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 18:05,30x30cm,none,502210,Watergrass,low,37,5,,{0851A2DC-B717-4CD3-81B1-3A9DBA33686D},f2t_length_mm,120,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},9.862851143,19.96529961
{71A12951-364A-4ED5-B49D-08884F8768F7},35.72008636,-119.6136469,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 18:05,30x30cm,none,502210,Watergrass,low,37,5,,{08DA48AB-FB25-407C-AC79-F9A5C6FE270E},f2t_length_mm,133,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},9.862851143,19.96529961
{71A12951-364A-4ED5-B49D-08884F8768F7},35.72008636,-119.6136469,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 18:05,30x30cm,none,502210,Watergrass,low,37,5,,{08DA48AB-FB25-407C-AC79-F9A5C6FE270E},f2t_length_mm,122,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},9.862851143,19.96529961
{71A12951-364A-4ED5-B49D-08884F8768F7},35.72008636,-119.6136469,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 18:05,30x30cm,none,502210,Watergrass,low,37,5,,{130F1DEB-4594-4550-94A4-19DDF65BECA9},sh_length_mm,89,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},9.862851143,19.96529961
{71A12951-364A-4ED5-B49D-08884F8768F7},35.72008636,-119.6136469,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 18:05,30x30cm,none,502210,Watergrass,low,37,5,,{5C2775B3-2458-4F77-B69B-93B7C6919822},sh_length_mm,180,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},9.862851143,19.96529961
{71A12951-364A-4ED5-B49D-08884F8768F7},35.72008636,-119.6136469,KRN,4B,4B-4,therese_burns@fws.gov_fws,7/27/2021 18:05,30x30cm,none,502210,Watergrass,low,37,5,,{5C2775B3-2458-4F77-B69B-93B7C6919822},sh_length_mm,89,{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},{1D282129-7A85-4C2E-B2FB-3E6CB7ED1938},9.862851143,19.96529961
