GlobalID,unitName,subunitName,recordedBy,taxonID,vernacularName,measurementType,measurementValue,nSeedHeads
{34ACDA1F-A3BA-419F-81F0-8384C1A99B58},HQ-7,27a,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,79,14
{34ACDA1F-A3BA-419F-81F0-8384C1A99B58},HQ-7,27a,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,66,14
{34ACDA1F-A3BA-419F-81F0-8384C1A99B58},HQ-7,27a,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,158,14
{400E356D-DF9B-4F27-8B44-0FA1BE34047D},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,48,2
{400E356D-DF9B-4F27-8B44-0FA1BE34047D},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,24,2
{4C423D39-B7D7-4734-B1BA-D425D85D567E},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,52,1
{4CC709BF-4EAD-4542-AB74-8847EB88B4EF},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,55,33
{4CC709BF-4EAD-4542-AB74-8847EB88B4EF},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,60,33
{4CC709BF-4EAD-4542-AB74-8847EB88B4EF},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,29,33
{4CC709BF-4EAD-4542-AB74-8847EB88B4EF},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,60,33
{4CC709BF-4EAD-4542-AB74-8847EB88B4EF},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,58,33
{62FDE92D-32DD-4CE6-9BFD-5BC8FF7C3A0B},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,21,8
{62FDE92D-32DD-4CE6-9BFD-5BC8FF7C3A0B},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,26,8
{62FDE92D-32DD-4CE6-9BFD-5BC8FF7C3A0B},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,64,8
{62FDE92D-32DD-4CE6-9BFD-5BC8FF7C3A0B},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,30,8
{62FDE92D-32DD-4CE6-9BFD-5BC8FF7C3A0B},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,15,8
{662E5B9B-AC0B-4B6C-BF12-3C8828F2145D},Lewis 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,29,7
{662E5B9B-AC0B-4B6C-BF12-3C8828F2145D},Lewis 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,9,7
{662E5B9B-AC0B-4B6C-BF12-3C8828F2145D},Lewis 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,13,7
{662E5B9B-AC0B-4B6C-BF12-3C8828F2145D},Lewis 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,28,7
{662E5B9B-AC0B-4B6C-BF12-3C8828F2145D},Lewis 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,15,7
{6D97BEA0-40BA-4A8C-9C59-2129B95EFDE9},4B,4B-4,kathryn_heffernan@fws.gov_fws,823756,Smartweed,f2t_length_mm,71,10
{6D97BEA0-40BA-4A8C-9C59-2129B95EFDE9},4B,4B-4,kathryn_heffernan@fws.gov_fws,823756,Smartweed,f2t_length_mm,102,10
{6D97BEA0-40BA-4A8C-9C59-2129B95EFDE9},4B,4B-4,kathryn_heffernan@fws.gov_fws,823756,Smartweed,f2t_length_mm,31,10
{6D97BEA0-40BA-4A8C-9C59-2129B95EFDE9},4B,4B-4,kathryn_heffernan@fws.gov_fws,823756,Smartweed,f2t_length_mm,166,10
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},4B,4B-3,diana_k_guzman_colon@fws.gov_fws,823756,Smartweed,f2t_length_mm,9,10
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},4B,4B-3,diana_k_guzman_colon@fws.gov_fws,823756,Smartweed,f2t_length_mm,61,10
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},4B,4B-3,diana_k_guzman_colon@fws.gov_fws,823756,Smartweed,f2t_length_mm,42,10
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},4B,4B-3,diana_k_guzman_colon@fws.gov_fws,823756,Smartweed,f2t_length_mm,60,10
{764B7D63-8ABD-46E5-B2D4-2A23EC957180},4B,4B-3,diana_k_guzman_colon@fws.gov_fws,823756,Smartweed,f2t_length_mm,40,10
{87CBE2A9-89E8-486F-812A-91984E6B5DAD},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,15,5
{87CBE2A9-89E8-486F-812A-91984E6B5DAD},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,11,5
{87CBE2A9-89E8-486F-812A-91984E6B5DAD},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,9,5
{87CBE2A9-89E8-486F-812A-91984E6B5DAD},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,39,5
{87CBE2A9-89E8-486F-812A-91984E6B5DAD},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,21,5
{AC02F546-D694-4CB2-A3BE-F1CC1ECFF794},HQ-7,27a,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,39,2
{AC02F546-D694-4CB2-A3BE-F1CC1ECFF794},HQ-7,27a,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,81,2
{AF05B3F6-CA88-424C-9BC1-BE73A6D3D5E5},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,46,4
{AF05B3F6-CA88-424C-9BC1-BE73A6D3D5E5},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,15,4
{AF05B3F6-CA88-424C-9BC1-BE73A6D3D5E5},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,35,4
{AF05B3F6-CA88-424C-9BC1-BE73A6D3D5E5},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,21,4
{B796BDB5-47B3-4A0C-B44A-519B62817B09},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,22,1
{BEF84AB3-2F21-4C52-9025-C324C86273EE},HQ-5,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,42,10
{BEF84AB3-2F21-4C52-9025-C324C86273EE},HQ-5,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,35,10
{BEF84AB3-2F21-4C52-9025-C324C86273EE},HQ-5,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,53,10
{BEF84AB3-2F21-4C52-9025-C324C86273EE},HQ-5,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,41,10
{BEF84AB3-2F21-4C52-9025-C324C86273EE},HQ-5,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,44,10
{DA0880F6-8668-417F-93F5-6D6F834D5F40},Lewis 6,22,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,39,6
{DA0880F6-8668-417F-93F5-6D6F834D5F40},Lewis 6,22,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,75,6
{DA0880F6-8668-417F-93F5-6D6F834D5F40},Lewis 6,22,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,50,6
{DA0880F6-8668-417F-93F5-6D6F834D5F40},Lewis 6,22,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,15,6
{DA0880F6-8668-417F-93F5-6D6F834D5F40},Lewis 6,22,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,59,6
{F0E0575D-2624-4F83-A4DC-DAB6EE79971D},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,61,4
{F0E0575D-2624-4F83-A4DC-DAB6EE79971D},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,36,4
{F0E0575D-2624-4F83-A4DC-DAB6EE79971D},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,9,4
{F0E0575D-2624-4F83-A4DC-DAB6EE79971D},HQ-6,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,20,4
{FC2A074B-3E69-44C0-A1CA-9F5D8180CCAB},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,19,8
{FC2A074B-3E69-44C0-A1CA-9F5D8180CCAB},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,13,8
{FC2A074B-3E69-44C0-A1CA-9F5D8180CCAB},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,26,8
{FC2A074B-3E69-44C0-A1CA-9F5D8180CCAB},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,40,8
{FC2A074B-3E69-44C0-A1CA-9F5D8180CCAB},Lewis 6,22,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,92,8
{FD0FB7CC-C1A8-40C8-90F3-F78DEE0A6F59},Beach Lake 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,41,63
{FD0FB7CC-C1A8-40C8-90F3-F78DEE0A6F59},Beach Lake 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,41,63
{FD0FB7CC-C1A8-40C8-90F3-F78DEE0A6F59},Beach Lake 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,52,63
{FD0FB7CC-C1A8-40C8-90F3-F78DEE0A6F59},Beach Lake 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,19,63
{FD0FB7CC-C1A8-40C8-90F3-F78DEE0A6F59},Beach Lake 2,NA,rebeca_becdach@fws.gov_fws,823756,Smartweed,f2t_length_mm,45,63
{FE365953-54AC-4AD4-B7F0-B02385876DEA},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,28,11
{FE365953-54AC-4AD4-B7F0-B02385876DEA},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,57,11
{FE365953-54AC-4AD4-B7F0-B02385876DEA},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,41,11
{FE365953-54AC-4AD4-B7F0-B02385876DEA},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,21,11
{FE365953-54AC-4AD4-B7F0-B02385876DEA},Beach Lake 2,NA,matthew_falcon@fws.gov_fws,823756,Smartweed,f2t_length_mm,75,11
